"Month.Year","All.Jobs..Male.and.Female....Trend","All.Jobs..Male.and.Female....Seasonally.Adjusted","All.Jobs..Male....Trend","All.Jobs..Male....Seasonally.Adjusted","All.Jobs..Female....Trend","All.Jobs..Female....Seasonally.Adjusted","Employed.Full.time..Male.and.Female....Trend","Employed.Full.time..Male.and.Female....Seasonally.Adjusted","Employed.Full.time..Male....Trend","Employed.Full.time..Male....Seasonally.Adjusted","Employed.Full.time..Female....Trend","Employed.Full.time..Female....Seasonally.Adjusted","Employed.Part.time..Male.and.Female....Trend","Employed.Part.time..Male.and.Female....Seasonally.Adjusted","Employed.Part.time..Male....Trend","Employed.Part.time..Male....Seasonally.Adjusted","Employed.Part.time..Female....Trend","Employed.Part.time..Female....Seasonally.Adjusted","New.South.Wales...Trend","New.South.Wales...Seasonally.Adjusted","Victoria...Trend","Victoria...Seasonally.Adjusted","Queensland...Trend","Queensland...Seasonally.Adjusted","South.Australia...Trend","South.Australia...Seasonally.Adjusted","Western.Australia...Trend","Western.Australia...Seasonally.Adjusted","Tasmania...Trend","Tasmania...Seasonally.Adjusted","Northern.Territory...Trend","Australian.Capital.Territory"
"Feb-20",1764539.1,1764529.6,1036319.4,1035506.1,728219.7,729023.6,1460626.1,1461509.1,941773.4,941609.7,518852.7,519899.3,303913,303020.6,94546,93896.3,209367,209124.2,559875.4,559309.4,457915.9,457387.5,352147.9,351302.2,114418.2,115072.7,197144,195592.9,33945.2,33774.7,19250.8,32625.8
"Mar-20",1762825.4,1762595.3,1033816.5,1030590.4,729009,732004.9,1457751.1,1458809.3,938807.6,937369,518943.5,521440.3,305074.3,303786,95008.9,93221.4,210065.5,210564.6,559651.4,559224.9,457065.8,451977.2,352445.4,351342.6,114259.6,114762,198129.9,198742.7,33996.4,34214,19067.6,32802.1
"Apr-20",1592126.5,1584631.5,952319.3,949317.2,639807.2,635314.4,1361345.7,1355166,880761.4,879721.7,480584.3,475444.3,230780.8,229465.5,71557.9,69595.5,159222.8,159870,499247.7,499151.5,411571.3,409706,323290.7,317664.9,103738.9,102493.7,179053.3,174378.4,30193.1,30311,18889.2,32991.8
"May-20",1596632.7,1597698,953124.8,947288.6,643507.8,650409.4,1365065,1354154.9,881063,874723.6,484002,479431.3,231567.7,243543.1,72061.9,72565,159505.8,170978.1,500485.9,501827.1,411382,411721.1,324654.7,319497.1,103783.3,104138.3,179795.6,180028.4,30334.9,30101.9,18768.5,33183.8
"Jun-20",1661289.8,1660613.7,971446.2,975972.3,689843.7,684641.4,1371765.2,1380775.8,882943.5,890500.7,488821.7,490275.1,289524.6,279837.9,88502.7,85471.6,201021.9,194366.3,532219.8,529713.8,411812.8,427143.7,326427.3,327029.1,104080.4,106544.2,180391,187224.2,32687.9,31902.4,18741.2,33369.1
"Jul-20",1669772.5,1680304.1,974323.9,981602.8,695448.6,698701.3,1379626.3,1391302.8,885454.1,892100.2,494172.2,499202.6,290146.2,289001.2,88869.8,89502.6,201276.4,199498.7,535132.8,533355.3,412626.2,432430.5,328402.5,331584.5,110805.2,109779.8,193674.5,187757.4,32923.3,32973,18804.4,33565.2
"Aug-20",1678116.8,1684843,977034.9,981582,701081.8,703261.1,1387295.5,1393555,887988.7,891899.9,499306.8,501655.2,290821.3,291288,89046.3,89682.1,201775,201605.9,538436.4,539657.1,413831.6,411597.6,344574.4,340230.2,111651.3,112062.1,194349.1,194126.3,33206.2,34406.7,18918.4,33775.4
"Sep-20",1691799.3,1684738.5,985067.2,981225.3,706732.1,703513.2,1394327.6,1388235.3,890126.8,887457.7,504200.8,500777.6,297471.7,296503.2,94940.4,93767.6,202531.3,202735.6,541887.7,547907.5,415233.9,400732.3,346803.5,343900.7,112646.6,112872.4,194966.6,192954.1,33549.7,33560.2,19033.6,33962.2
"Oct-20",1731840.4,1707425.8,1019551.7,1001906.9,712288.8,705518.9,1433463.3,1408142,924511.4,907108.7,508951.9,501033.3,298377.1,299283.8,95040.3,94798.2,203336.8,204485.6,545472.2,539313.2,416820.7,418836,349094.6,354499.1,113660.2,114049.9,195580.8,193337.5,33949,33824.6,19128.9,34085.3
"Nov-20",1739828.5,1742551.2,1022194.9,1019834.7,717633.7,722716.5,1440601.5,1435360.8,926924.5,924439.1,513677,510921.7,299227,307190.4,95270.4,95395.6,203956.6,211794.8,548953.6,547776.4,444849.3,445066.1,351105.5,351244.7,114599.6,113923.5,196017.7,197266.5,34376.3,34236.6,19201.9,34127.3
"Dec-20",1747982.4,1747678.9,1025355.8,1022718.3,722626.6,724960.6,1448018.4,1443496.9,929682,926643.7,518336.3,516853.2,299964,304182,95673.7,96074.7,204290.2,208107.4,551957.1,550699.9,446586.6,443331.7,352587.2,353369.1,115413.4,115300.3,196270.8,196283.1,34796.3,34779.5,19284.1,34090.5
"Jan-21",1755701,1679406.7,1028713,986555.4,726988.1,692851.3,1454954.7,1376769.2,932520.8,890216,522433.9,486553.2,300746.4,302637.5,96192.2,96339.4,204554.2,206298.1,554433.4,515294.6,448464.5,431980.5,353356.3,340448.8,116020.1,111093.8,196503.4,195956.8,35172,33458.6,19391.5,34004.7
"Feb-21",1762121.2,1758044.3,1031722.9,1025624.4,730398.3,732419.9,1460462.7,1459085.8,934982.7,929957.9,525480,529127.9,301658.5,298958.5,96740.2,95666.5,204918.3,203292,556610.3,556386,450687.5,446369.8,368812.4,366450.5,116450.3,115898.8,196905.2,184322.6,35478.8,35528,19490.9,33893.2
"Mar-21",1766551.5,1798768.9,1033654.3,1040813.4,732897.2,757955.5,1463858.2,1479464.9,936501.3,939943.6,527356.9,539521.4,302693.3,319303.9,97153,100869.8,205540.3,218434.1,558259.3,560970.1,453328.2,456569.5,368917.8,369735.3,116818.7,116970.8,197660.8,205308.3,35710.7,35809.1,19534.9,33777.5
"Apr-21",1769137.5,1771267.5,1034744.9,1033396.7,734392.6,737870.8,1465562.4,1459937.3,937426.3,934914.5,528136.1,525022.8,303575.1,311330.2,97318.6,98482.2,206256.5,212848,559484.3,553551.6,456101.4,451692.5,369057.1,364800.9,117214.1,117032.1,198883,196904.9,35868.6,35560.7,19504.7,33652.4
"May-21",1770900.5,1802221.6,1035641.6,1046995.3,735258.9,755226.3,1466675.3,1488986.3,938371,949303.5,528304.3,539682.9,304225.2,313235.3,97270.6,97691.8,206954.5,215543.5,560577,559512.1,458529.4,461579.3,369131.5,372695.8,117712.3,117487.5,200483.5,201797.7,35982.9,35793.1,19437.2,33511.1
"Jun-21",1772204.2,1774452.7,1036397.4,1034256.3,735806.8,740196.4,1467627.5,1470286.2,939330.1,939605.5,528297.4,530680.7,304576.7,304166.5,97067.3,94650.8,207509.4,209515.7,561967.1,568640.4,460299.9,425515.5,368994,370470.8,118334.8,117828.9,202055.7,203145.5,36078.1,36149.6,19353.2,33325.6
"Jul-21",1763632.8,1773549.6,1026878.2,1035927.3,736754.7,737622.3,1469091.8,1476356.2,940252.6,944272.2,528839.2,532084,294541.1,297193.4,86625.6,91655.2,207915.4,205538.2,498341,530778.4,461499.9,461861.1,368616.9,369890.3,119032.7,119170.5,203358,202464.2,36156.6,36410.6,19276.7,33124.7
"Aug-21",1722551.5,1702847.7,997217.6,992628.8,725333.9,710218.9,1441244.5,1421230.9,910606.4,906807.7,530638.1,514423.2,281307,281616.8,86611.2,85821.1,194695.8,195795.7,500429.9,495856.1,462534.1,450728.8,368207.2,342799.7,119711.2,120347.4,204378.4,204958.5,36206.8,36082.4,19242.4,32910.9
"Sep-21",1727340.5,1723815.8,998300.1,1003038.2,729040.4,720777.6,1445338,1444329.2,911433.3,916657.5,533904.7,527671.7,282002.4,279486.6,86866.8,86380.7,195135.7,193105.9,502743.5,507017.6,463447.9,435339.5,368185.9,370031.6,120221.5,120293.4,205156.7,205783,36216.1,36052.4,19255.8,32740
"Oct-21",1734386.7,1724480.9,1000151.8,998872.3,734234.9,725608.6,1451190.7,1438361,912710,910040.9,538480.7,528320.1,283196.1,286119.9,87441.8,88831.4,195754.2,197288.5,527166.8,524725.6,464577.5,418413.3,368897,367854,120523.9,119466.4,205822.8,205228.4,36186.4,36440.7,19290.5,32622.5
"Nov-21",1805340.6,1794119.7,1047432,1039134.9,757908.5,754984.8,1494656.9,1484475.8,950790.5,942467.6,543866.4,542008.1,310683.7,309643.9,96641.5,96667.2,214042.1,212976.7,561285.6,550881.1,465639.6,459520.9,370175.3,369711.6,120570.1,120711.4,206534.3,204988.3,36132.3,36012.6,19317.1,32551.5
"Dec-21",1814274.7,1823317.2,1050510.3,1054756.9,763764.4,768560.3,1502091.4,1509983.5,952980.3,956668.1,549111.1,553315.4,312183.3,313333.6,97530,98088.8,214653.3,215244.9,563156.8,565702,466394.8,468915.6,371995,371376.6,120383.4,120540.7,207326.2,208344.1,36073,36062.5,19319.3,32488.8
"Jan-22",1815353.9,1692388.6,1047171.3,990185.2,768182.6,702203.4,1508618.4,1404488.4,955405.7,899604.1,553212.7,504884.3,306735.5,287900.1,91765.7,90581,214969.9,197319.1,564784.3,500567.9,466394.3,415419.4,374019.2,362146.7,120109.9,114504.4,207958.2,213342.9,36017.6,34797,19307.7,32422.6
"Feb-22",1821135.5,1818639,1050309.2,1050590.4,770826.3,768048.7,1513541.9,1510548.9,957677.2,956724.2,555864.7,553824.7,307593.6,308090.1,92632,93866.2,214961.6,214223.9,566485.4,563045.9,465719.3,462361.2,376083.9,376069.8,119825.5,118827.8,208365.8,207546.3,35955,37113.5,19303.6,34230.4
"Mar-22",1825780.3,1812184.7,1053347.9,1041869.2,772432.4,770315.5,1517506.7,1502358.9,959822.9,945985.8,557683.8,556373.1,308273.6,309825.8,93524.9,95883.5,214748.7,213942.4,568727,558016,464922.9,468195.5,378133.9,367232.8,119618.7,119981,208564.2,209613.2,35908.9,35900.4,19342.8,34153
"Apr-22",1830479.4,1823420.7,1056624.1,1054676.9,773855.3,768743.8,1521614.3,1519879.8,962100.3,960962.5,559514.1,558917.3,308865,303540.9,94523.8,93714.4,214341.2,209826.5,571607.1,566537.8,464639,461299.4,380021.2,378290,119576.6,119081.3,208540.8,208920.7,35923.3,35580.2,19410.6,34084.7
"May-22",1836692.3,1846848.9,1060472.6,1066895.6,776219.7,779953.3,1527206.3,1545264.2,964907.5,974407.8,562298.8,570856.4,309486,301584.7,95565.1,92487.8,213920.9,209096.9,574983,578178.2,465327.9,464855.9,381610.7,386587.6,119787.5,119704.6,208535.2,207783.8,36020.8,36530.3,19477.6,34080.5
"Jun-22",1845396.9,1853518.6,1065668,1069990.7,779728.9,783527.9,1535346,1539509.5,969116.8,973611.8,566229.2,565897.7,310050.8,314009.1,96551.2,96378.9,213499.6,217630.2,578897.5,585553.9,467186.3,466700,383086.2,382210,120239.1,121074.6,208843.6,207730.7,36215.6,36127.4,19533.7,34154.3
"Jul-22",1856339,1849255,1072152.2,1066923.3,784186.7,782331.7,1545772.3,1532647.3,974784.5,969397.9,570987.8,563249.4,310566.7,316607.7,97367.8,97525.4,213198.9,219082.3,583098.6,579587,469886,469950.2,384313.8,379966.3,120833.8,119403,209537,210700.2,36499.7,36250.1,19574.1,34335.2
"Aug-22",1868020.3,1869945.7,1079208.1,1081196.9,788812.1,788748.8,1557112.5,1559122,981257,983105.1,575855.5,576016.8,310907.8,310823.7,97951.1,98091.8,212956.7,212732,587233.8,585831.5,472931.4,474566.5,385227.1,385436.7,121465.3,122449.3,210578.8,209860.9,36829.5,37136.6,19554.4,34605.7
"Sep-22",1879442.9,1873595.2,1086298.3,1083863.5,793144.6,789731.7,1568320.2,1561899.4,988002.4,984882.5,580317.8,577016.9,311122.7,311695.8,98295.9,98981,212826.8,212714.8,591115.9,589812,475973.9,475373.2,385769.4,383888.3,122063.7,122104,211962,211301.4,37153.8,37160.5,19490.8,34939.5
"Oct-22",1890160.9,1901108.8,1092783.6,1100042.1,797377.3,801066.7,1578832.3,1592868.3,994419.4,1002435.2,584412.8,590433,311328.6,308240.6,98364.1,97606.9,212964.4,210633.6,594565.4,597144,479025.6,480037.7,386268.4,390069.2,122668.5,125892.6,213591.3,215220.2,37432.1,37474.9,19443.9,35260.2
"Nov-22",1900010.6,1904158.4,1098202.5,1100251.4,801808.1,803907,1588264.9,1587286.4,999978.1,1001557.2,588286.9,585729.2,311745.6,316872,98224.4,98694.2,213521.2,218177.8,597244,598032.7,482089.2,490070.9,386975.8,387204.5,123295.7,121759.7,215272.6,214601.7,37676.8,37864.3,19450.2,35560.6
"Dec-22",1909109.9,1900666.6,1102328.9,1099184.1,806780.9,801482.5,1596532.4,1592314.1,1004266,1001573,592266.4,590741.2,312577.5,308352.4,98063,97611.1,214514.6,210741.3,599073,600634.6,485291.6,482984.8,388131.7,384338.9,124017.4,123857.4,216889.6,215572.3,37909.4,37623.2,19541.3,35814.8
"Jan-23",1917545.1,1868810.8,1105282.6,1079227.3,812262.5,789583.5,1603798.4,1555937.4,1007275.3,980512.6,596523.1,575424.8,313746.7,312873.4,98007.3,98714.6,215739.4,214158.7,599987.5,581452.8,488602.9,469012.4,389719.6,383879.9,124861.8,124563.7,218366.6,219821.2,38143,36935.4,19714.1,36001.5
"Feb-23",1925382.5,1925234.2,1107403.7,1108368.2,817978.8,816866,1610279.6,1609721.7,1009242.9,1010673,601036.7,599048.7,315102.9,315512.5,98160.8,97695.2,216942.1,217817.3,600464.6,600255.1,491976.8,491646.4,391659.1,389780.4,125765.5,125658.8,219626.3,223418.5,38361.8,38247.1,19930.2,36098.6
"Mar-23",1932576.9,1932796,1109455,1106993.1,823121.9,825803,1616119.3,1616181,1010912.7,1009235.9,605206.6,606945.1,316457.6,316615,98542.3,97757.1,217915.3,218857.9,601186.4,598865.2,495069.6,497242.8,393513.8,395148.4,126601.6,126965.8,220582.3,220203.7,38511.3,38566.5,20130.9,36141.7
"Apr-23",1938188,1976746.8,1111291.1,1128244.9,826896.9,848501.8,1620512.1,1657587.6,1012185.7,1029404.7,608326.4,628182.9,317675.9,319159.1,99105.4,98840.2,218570.5,220318.9,602241.4,616601.7,497412.4,512575.8,394658.3,394979.4,127163,130848.6,221254.9,225006.7,38546,39099.9,20262.1,36137.4
"May-23",1941233,1940211.6,1112467.5,1110714.3,828765.5,829497.3,1622445.8,1620516.6,1012617.4,1009090.2,609828.5,611426.5,318787.2,319695,99850.1,101624.2,218937.1,218070.8,603245.2,604133.5,498664.4,497034.7,394858.1,398885.3,127392.3,127928.1,221571,217765.4,38465.2,38301,20309.8,36087.6
"Jun-23",1941108.8,1943204.7,1112472.1,1115918.4,828636.7,827286.3,1621233.6,1626556.2,1011700.4,1016102.5,609533.3,610453.7,319875.1,316648.5,100771.7,99815.9,219103.4,216832.6,603738.1,604781.4,498755.4,502224.3,394161.2,392434.4,127300.3,127674.3,221547,221950,38291.4,38208.9,20256.1,35987.6
"Jul-23",1938276.9,1944402.5,1111210.9,1113722.5,827066,830680,1617188.8,1622849.9,1009428.1,1012240.1,607760.7,610609.7,321088.1,321552.6,101782.9,101482.3,219305.2,220070.3,603524.8,611771.7,497821.6,498884.4,393037.8,391654,126967.1,126242.2,221317.9,221690.2,38073,37974.8,20136.9,35852.8
"Aug-23",1933497.5,1929651.3,1108951,1111738,824546.4,817913.2,1611094.8,1607006.9,1006216.1,1009113.9,604878.7,597893,322402.7,322644.3,102734.9,102624.1,219667.7,220020.2,602523.2,603184.9,496223.9,494367.9,392064.7,391495.4,126493.9,126152.5,220966.9,220798,37855.7,37603.6,19999.6,35707.1
"Sep-23",1927890.3,1923331.5,1106133.2,1100357.6,821757.1,822973.9,1604163.3,1599061.2,1002572.8,996770.2,601590.6,602290.9,323727,324270.3,103560.4,103587.3,220166.6,220683,601076,599261.2,494254.8,493827.9,391493.4,390097.4,125950.3,126362.8,220560.7,220445.6,37653.2,37957.9,19886.4,35606.9
"Oct-23",1923084,1924484.5,1103891.3,1103037.9,819192.7,821446.6,1598118.3,1598441,999574.6,997371.5,598543.8,601069.4,324965.6,326043.5,104316.7,105666.3,220648.9,220377.2,599579.7,597985.5,492542.9,492812.5,391591.8,394761.4,125412,127973.2,220274.5,219528.2,37448.9,36656.4,19832.8,35574.5
"Nov-23",1920895.7,1923291.9,1103278.6,1105075.2,817617.1,818216.8,1594668.1,1597903.4,998229.1,1000355,596439,597548.4,326227.5,325388.6,105049.5,104720.2,221178,220668.4,598456,600728.9,491745.3,492802.7,392233,391502.4,124926.3,124805.7,220238.4,220994.2,37231.9,37280.8,19857.8,35592.6
"Dec-23",1922132.2,1915016.3,1104554.8,1102082.6,817577.4,812933.7,1594459.4,1587010.3,998789.5,996841.3,595669.9,590169,327672.8,328006.1,105765.3,105241.4,221907.5,222764.7,597954.2,597609.1,492227.6,489173.1,393422.7,391606.6,124502.1,124183.9,220435.1,219800.3,37007.1,37028.1,19943.1,35664.4
"Jan-24",1926221.2,1873490.9,1107175.1,1075925,819046.2,797565.9,1596863.5,1546557.7,1000707.7,970748.6,596155.8,575809.1,329357.7,326933.1,106467.4,105176.3,222890.4,221756.8,598063.6,573997.9,493766.6,476320.6,395016.1,395847.6,124108.6,119713.5,220856.1,214845,36816.3,36634.4,20026.4,35818.6
"Feb-24",1931851.3,1932229.7,1110224.9,1110278.9,821626.5,821950.8,1600601.1,1600698.4,1002982.1,1001651,597619.1,599047.4,331250.2,331531.3,107242.8,108627.9,224007.4,222903.4,598592.8,599756.1,495757.1,498716.6,397031.7,395593.8,123783.5,124224,221429.2,221707.7,36668.9,36042.3,20070.7,36014
"Mar-24",1937769.8,1952961,1112912.9,1118092.8,824856.8,834868.1,1604807.7,1619152.6,1004863.3,1009917.9,599944.4,609234.7,332962.1,333808.4,108049.7,108175,224912.4,225633.4,599303.7,605246.3,497890.9,502209.7,399236.2,400677.3,123573.4,124419.4,222166.6,227486.9,36566.6,36404.1,20071.1,36203.4
"Apr-24",1943160.2,1950483.3,1114884.8,1115237.4,828275.4,835245.9,1608917.7,1613897,1006057.5,1006501.1,602860.2,607395.9,334242.5,336586.3,108827.3,108736.3,225415.3,227850,600071.2,601219.5,499969,501301.4,401304,407447.3,123470.7,123283.1,223095.3,222906.4,36498.4,38419,20045.6,36369.8
"May-24",1947567.1,1942281.6,1116291.2,1114418.2,831276,827863.4,1612553.7,1607340.8,1006796.6,1005096,605757.2,602244.8,335013.4,334940.8,109494.6,109322.2,225518.8,225618.6,600854.9,602289.9,501800.7,499591.2,402957.6,400156,123452.1,122945.5,224189.8,223314.4,36442.7,36407.1,20028.1,36529.9
"Jun-24",1951265.8,1947096.5,1117305.1,1115896.9,833960.8,831199.6,1615813.1,1613362.9,1007216.6,1005904,608596.6,607458.9,335452.7,333733.6,110088.5,109992.9,225364.2,223740.7,601577.6,600315,503381.4,502054.1,404028.7,402382.3,123518.1,123314.1,225351.7,226191.7,36401.8,36407,20042.1,36688.9
"Jul-24",1954781.9,1954681.2,1118184.8,1117255.6,836597.1,837425.6,1619017.7,1621082.8,1007520.4,1009212.8,611497.2,611870,335764.2,333598.4,110664.4,108042.8,225099.9,225555.6,602230.3,601760.4,504824.8,504338.5,404722,405480.7,123648.5,124183.7,226436,225739.9,36379.6,36166,20080.1,36837.3
"Aug-24",1957929.8,1962447.7,1118726,1121815.5,839203.7,840632.2,1622197.7,1623621.8,1007673.2,1006880,614524.4,616741.8,335732.1,338825.9,111052.8,114935.5,224679.3,223890.4,602949.2,602913.1,506267.4,508605.1,405259.4,404674.6,123826.9,123745,227345.2,228577.1,36387.2,36456.2,20118.8,36987.6
