X,Monthly.hours.worked.in.all.jobs....Persons..,Monthly.hours.worked.in.all.jobs....Persons...1,Monthly.hours.worked.in.all.jobs......Males..,Monthly.hours.worked.in.all.jobs......Males...1,Monthly.hours.worked.in.all.jobs......Females..,Monthly.hours.worked.in.all.jobs......Females...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.....Persons..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.....Persons...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Males..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Males...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Females..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Females...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.....Persons..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.....Persons...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Males..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Males...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Females..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Females...1,Monthly.hours.worked.in.all.jobs......New.South.Wales..,Monthly.hours.worked.in.all.jobs......New.South.Wales...1,Monthly.hours.worked.in.all.jobs......Victoria..,Monthly.hours.worked.in.all.jobs......Victoria...1,Monthly.hours.worked.in.all.jobs......Queensland..,Monthly.hours.worked.in.all.jobs......Queensland...1,Monthly.hours.worked.in.all.jobs......South.Australia..,Monthly.hours.worked.in.all.jobs......South.Australia...1,Monthly.hours.worked.in.all.jobs......Western.Australia..,Monthly.hours.worked.in.all.jobs......Western.Australia...1,Monthly.hours.worked.in.all.jobs......Tasmania..,Monthly.hours.worked.in.all.jobs......Tasmania...1,Monthly.hours.worked.in.all.jobs......Northern.Territory..,Monthly.hours.worked.in.all.jobs......Australian.Capital.Territory..
Nov-83,943410.1,946877.8,650216.3,652982.9,293193.8,293895,874233.5,877011,634262.4,637091.7,239971.2,239919.3,69176.6,69866.9,15954,15891.2,53222.7,53975.7,324326.3,326278.5,250932.4,250994,152478.3,153373.7,80968.5,80370,85456.4,86307.1,24678.7,24758.7,8991.2,15714.9
Dec-83,948357.8,946562.3,653984,651864.5,294373.8,294697.9,878497.1,875922.9,637872.6,635611.7,240624.6,240311.2,69860.7,70639.4,16111.4,16252.7,53749.2,54386.7,326079.9,326510,252320.6,252579.7,153139.1,151095.7,81513,81481.4,85880.3,85276.2,24671,24846.4,8894.2,15802.9
Jan-84,953183.5,956724.1,657736.4,660220.3,295447.2,296503.9,882542.5,885902.6,641496.9,643431.3,241045.6,242471.3,70641,70821.5,16239.5,16788.9,54401.5,54032.6,327483.9,328262.1,253496,254654.2,153784.4,155180.7,81843.6,83476.5,86548.6,86630.2,24671.1,24366.5,8751,15882.9
Feb-84,957744.7,945550.2,661246.7,649720.4,296498,295829.8,886330.1,874136,644941,633316.2,241389,240819.8,71414.6,71414.2,16305.7,16404.2,55109,55010,328690.3,324016.3,254327.6,250632.2,154473.1,153726.5,82027.5,81356.8,87319.3,87225.8,24671,24120.7,8574.3,15968.2
Mar-84,961783.1,956242.4,664230.9,661572.2,297552.2,294670.3,889729.1,884838.4,647942.5,645607,241786.6,239231.4,72054,71404,16288.4,15965.1,55765.6,55438.9,330011.3,329654.8,254801.4,253432.7,155181.3,154370.2,82152.7,81739.1,88039.8,87840.2,24658.6,24759.7,8390.3,16054
Apr-84,965034.9,969505.5,666405.6,670241.8,298629.3,299263.7,892511,896147.5,650196.3,653769.7,242314.7,242377.8,72523.9,73358,16209.3,16472.1,56314.6,56885.9,331562.5,332209,255041.9,259361.8,155769.9,157000.8,82254.5,82647.2,88586.5,89567.1,24634.8,24790.2,8243.3,16134.7
May-84,967469.3,969724.6,667732.8,669983.2,299736.5,299741.4,894530.6,896494,651580.3,653929.4,242950.3,242564.6,72938.7,73230.6,16152.5,16053.8,56786.2,57176.8,333313,331926,255215.7,256664.1,156103.9,160399.6,82462.4,81605,88929,90090.5,24602.4,24604.6,8170.8,16209.4
Jun-84,969012.1,967928.8,668176.8,666860.1,300835.3,301068.6,895639.4,895011.8,652006.3,650890.7,243633,244121.1,73372.7,72917,16170.5,15969.4,57202.2,56947.5,334991.7,335649,255490.9,255104.6,156073.6,156179.6,82754.7,82930.1,89042,89078.8,24571.9,24498,8158.3,16279.4
Jul-84,969660.3,968458.6,667860.2,667250.7,301800.1,301207.9,895889.3,894060.2,651615,649942.1,244274.3,244118,73771.1,74398.4,16245.2,17308.5,57525.9,57089.9,336282.1,337089.3,255939.2,254928.2,155647,155308.8,83108.9,83804.1,88998,88728.1,24556.3,24596.3,8166.7,16347.9
Aug-84,970005.9,972541.5,667356.8,667676.2,302649.2,304865.3,895920,898992.7,651023.9,651687.8,244896.1,247304.9,74085.9,73548.8,16332.9,15988.4,57753,57560.4,337114.6,338523.4,256433.3,256265.9,155035.6,155399.5,83528.2,83634.9,88973.3,89378.5,24583.9,24360.7,8168.6,16413.7
Sep-84,970516.1,970853.7,667078.1,667273.4,303438.1,303580.4,896179.9,895661.6,650684.2,650586.1,245495.6,245075.5,74336.3,75192.1,16393.8,16687.2,57942.4,58504.9,337478.6,335517.6,256901,256993.5,154395.9,155451.6,84008.9,83240.2,89057.6,88458.7,24694.8,24902.7,9428.4,16475
Oct-84,971507.5,970943.4,667197.5,667182.2,304310,303761.2,897003.7,895689,650795.6,650420.9,246208,245268.1,74503.8,75254.4,16401.9,16761.3,58101.9,58493.1,337587,338805.1,257255.1,257919.1,153934.9,152280.5,84538.4,81973.7,89314.4,89187.7,24889.4,24741,9421.3,16551
Nov-84,972882.1,970333.4,667574.8,665943.1,305307.3,304390.3,898342.6,896361.3,651232.5,649735.7,247110.2,246625.7,74539.4,73972.1,16342.3,16207.5,58197.1,57764.6,337551.7,336050.7,257346.7,257814.4,153738.8,153025.8,85046.2,83516.8,89726.5,89449.6,25146.5,25234.1,9460.7,16651.4
Dec-84,974505.1,975892.6,668074.3,669057.8,306430.8,306834.8,900056.8,902140.4,651861.1,653151.1,248195.8,248989.3,74448.3,73752.2,16213.2,15906.7,58235.1,57845.5,337545.4,338492.8,257072.7,257344.3,153794.1,154340.8,85424.1,83384.3,90185,91085.1,25426.7,25161.9,9578.7,16775.7
Jan-85,976489.1,976281.3,668827.9,668954.5,307661.2,307326.8,902144.2,901335,652766,652663.5,249378.2,248671.6,74344.9,74946.3,16061.8,16291,58283.1,58655.3,337695.2,337982,256482.3,255463.3,154095.3,155249.4,85631.1,84515.5,90630.6,90515.3,25705.3,25890,9772.5,16912.7
Feb-85,978774.9,977896.7,669906.1,669943.9,308868.8,307952.8,904437.6,901511,653960.8,652270.1,250476.7,249240.9,74337.3,76385.8,15945.2,17673.8,58392.1,58712,337871.1,336720.3,255986.5,258338,154536.5,153842.1,85673.8,85018.3,91025.9,90800.4,25954.1,26124.7,10009.4,17032.8
Mar-85,981265.6,978394.2,671289.3,667943,309976.4,310451.2,906758.4,904479.7,655381.8,652190.7,251376.7,252289,74507.2,73914.5,15907.5,15752.3,58599.7,58162.2,338092.5,339324.4,256011,254409.3,155075.5,154617,85570.6,84509.8,91353.8,91766.6,26148.4,26093.9,10236.1,17108.9
Apr-85,983912.1,974989.3,672919.1,669924.5,310993,305064.8,909033.4,900643.7,656955.1,654091.6,252078.3,246552.1,74878.7,74345.6,15964,15832.9,58914.7,58512.7,338423.9,337469.4,256759.5,253038.5,155680.8,156247.4,85403,83105.5,91648.8,91520.3,26286.8,25968,10404.6,17133.7
May-85,986715,990633.6,674757.1,677205.9,311957.9,313427.7,911313.1,914575.9,658655.8,661147.1,252657.3,253428.8,75401.9,76057.7,16101.3,16058.8,59300.6,59998.9,338959,339984.9,258066.4,257954.3,156410.6,161599.3,85265.3,84711.3,91984.1,91534.8,26354.5,26924.3,10491.2,17114.4
Jun-85,989853,988358,676922.7,675966.7,312930.4,312391.3,913783.4,912507.5,660598.4,659621.1,253184.9,252886.4,76069.7,75850.5,16324.2,16345.6,59745.4,59504.9,339751.2,339084.1,259690.1,259270,157337,157120.5,85245.2,85941.7,92384.7,92769.7,26377.3,26608.9,10498.9,17068.7
Jul-85,993286.6,990981.1,679287,677618,313999.6,313363.1,916438.6,914408.2,662693.9,660943.7,253744.7,253464.5,76848,76572.9,16593.1,16674.3,60255,59898.5,340909,339579.7,261374.8,264074.6,158408.5,155259.3,85368.1,85840.2,92834.9,92778.4,26369.7,26254.1,10450.2,17036.3
Aug-85,997157.5,998785.3,681893.1,682450.8,315264.4,316334.5,919509.4,920713.2,665051.6,665679,254457.8,255034.3,77648.1,78072,16841.5,16771.8,60806.6,61300.2,342278.2,343863.5,262973.9,263390.4,159560.9,160449.7,85556.9,84207.2,93304,92998.4,26356.6,26336.4,10384.1,17055.7
Sep-85,1001628.8,1001775.9,684706.6,684451.5,316922.2,317324.4,923269.9,923455.4,667721.8,667530.9,255548.1,255924.5,78358.9,78320.6,16984.8,16920.6,61374.2,61399.9,343689.4,342794.6,264398.3,263333.1,160733.9,160366.6,85792.2,85891.5,93787,94176.6,26338.4,27313.3,10335.7,17125.8
Oct-85,1006770.4,1004932.1,687717.3,687851.8,319053.1,317080.3,927815.3,925568.9,670699.7,669990,257115.6,255578.9,78955.1,79363.2,17017.6,17861.8,61937.5,61501.4,344932.5,345058.3,265777.3,263747.2,161883.7,162066.8,86090.3,86449.9,94250.4,94147.8,26316.2,26073.5,10333.3,17216.2
Nov-85,1012505.9,1015234.6,690848.1,692538.2,321657.8,322696.4,932984,934126.2,673836.6,675320.3,259147.5,258805.9,79521.8,81108.4,17011.5,17217.9,62510.3,63890.5,346146,347900.6,267382.5,268965.7,163009.3,162664.5,86418.1,87096.9,94701.8,94734.3,26301.4,26562.1,10380,17302
Dec-85,1018145.9,1015497.8,693676.8,690767.6,324469.1,324730.2,938030.4,935753.3,676618.1,674312.2,261412.3,261441,80115.5,79744.5,17058.7,16455.3,63056.8,63289.2,347343.6,347030.6,269052.8,268506.7,164106.2,164582.9,86714.3,86080.1,95134.7,94937.3,26294.2,26173.6,10451.6,17380.2
Jan-86,1023322.7,1029234.9,696125.4,700338.9,327197.3,328896,942549.6,947231.7,678927.6,683233.7,263622.1,263998,80773.1,82003.2,17197.9,17105.2,63575.2,64898,348556.2,346797.1,270536.1,279713.5,165201.6,165235.6,87006.8,87045.7,95527,95755.1,26284.9,26410.9,10536.9,17468.2
Feb-86,1027782.2,1023099.8,698199.1,694661.9,329583.1,328437.9,946276,944312.6,680789.6,677706.2,265486.3,266606.4,81506.3,78787.2,17409.5,16955.7,64096.8,61831.5,349986.4,349195.6,271550.2,271240.3,166245.9,165471.6,87264.9,87335.5,95858.7,95756,26264.4,26179.2,10646.4,17574.5
Mar-86,1031315.6,1031560.8,699836.2,700717.7,331479.4,330843.1,949061.6,949303.9,682203.2,682647.4,266858.4,266656.5,82254,82256.9,17633.1,18070.3,64620.9,64186.5,351509.3,351569.6,272005.2,274833.1,167193,167075.3,87516.4,87203.9,96186.7,96314.6,26255.9,26179.2,10761.6,17719.8
Apr-86,1033780,1037697.2,700985.6,703211.4,332794.4,334485.8,950886.1,953923,683169.7,684873.6,267716.4,269049.3,82893.9,83774.3,17815.9,18337.8,65077.9,65436.5,352738.2,356753.2,272120.2,271387.6,167979.7,169397,87768.7,88022.1,96558,96993.6,26281.5,26452.6,10868.9,17884.2
May-86,1035525.3,1022228.6,701835.6,693399.6,333689.7,328829,952143.9,941176.6,683927.9,675410.1,268216,265766.5,83381.4,81052,17907.7,17989.6,65473.7,63062.4,353445.2,348753.4,272230.7,269420,168598.8,165021.8,87949.3,87920.3,97004.2,96050.4,26353.9,26233.5,10964,18034.7
Jun-86,1036861.1,1041542.1,702431.3,705417.8,334429.8,336124.3,953191.9,957751.2,684557.2,688205.1,268634.7,269546.1,83669.2,83790.9,17874.1,17212.7,65795.1,66578.2,353457.8,356592.7,272522.3,273748.4,169112.2,169023,88009,88636.4,97517.9,97528.9,26458.6,26296.4,11045.1,18137.4
Jul-86,1037960.4,1037516.1,702866.5,701057.3,335093.9,336458.8,954138.3,952120.9,685090.3,683365.6,269048,268755.4,83822.1,85395.2,17776.2,17691.7,66045.9,67703.5,353031.9,354937.9,272966.1,272146.7,169586.6,168990,88000.6,87455.4,98045.7,98125.4,26561.2,26541,11103.3,18158.6
Aug-86,1039030.8,1037965.1,703306.2,703110.3,335724.6,334854.8,955030.5,955366,685600.9,685328.2,269429.6,270037.7,84000.3,82599.1,17705.3,17782,66295,64817.1,352461.9,349520.1,273490,274721.8,170001.7,170529.3,88055.4,88190.2,98514.2,98976.4,26633.7,26866.8,11129.5,18106.1
Sep-86,1040082.5,1039118.8,703741.8,704140.7,336340.7,334978.1,955750.6,955238.7,686045,686147.9,269705.7,269090.9,84331.9,83880,17696.8,17992.8,66635,65887.2,352056.7,350756.1,273897.4,273756.5,170397,170060.9,88213.3,87850.2,98852.6,100851,26641.4,26738.7,11130.2,18025.2
Oct-86,1040907.4,1047320.6,703989.3,705468.8,336918.1,341851.8,956061.7,962217.3,686245.5,687979.4,269816.2,274237.8,84845.7,85103.3,17743.8,17489.3,67101.8,67614,351739.5,358392.4,274067.5,275114.1,170797.5,170740.1,88431.3,88304.7,99010.5,99238.3,26575.3,26534.5,11130.8,17964.9
Nov-86,1041841,1040177.9,704198.6,702227.4,337642.5,337950.5,956351.8,955582.5,686385.5,684698.2,269966.3,270884.3,85489.2,84595.4,17813.1,17529.2,67676.2,67066.2,351620.9,352052.3,274183,273563.9,171166.6,172266.4,88633.7,88339.8,99030.7,98631,26450.2,26349,11168.7,17935.5
Dec-86,1043013.7,1043690,704510,706249.6,338503.8,337440.4,956872.8,956758.8,686623.1,687928.3,270249.7,268830.5,86140.9,86931.2,17886.8,18321.3,68254.1,68609.9,351677.2,354249.2,274608.7,274287.7,171481.2,170604.1,88732.4,89735.3,99006.2,99232.9,26291.7,26443.8,11273.3,17942.7
Jan-87,1044538.9,1036214.2,705065.9,696685.1,339473,339529.2,957795.7,949057.2,687062.5,678651.9,270733.1,270405.3,86743.2,87157,18003.3,18033.2,68739.9,69123.8,351999.9,348701.2,275569.5,274584.4,171762.6,170966,88666.9,89140.2,99030.8,98988.6,26143.6,26029.5,11421.7,17965.6
Feb-87,1046628.4,1045262,706129.3,704752.4,340499.1,340509.6,959373.1,958133.9,687953.4,686817.8,271419.7,271316.1,87255.3,87128.2,18175.9,17934.6,69079.4,69193.6,352641.6,353610.9,276993.3,276394.2,171992.2,172845.3,88514.6,88022.4,99181.4,99092.9,26043.7,25999.8,11561,17997.5
Mar-87,1049335.9,1044558.9,707793.9,703114.8,341542,341444.1,961650.7,957314.8,689411.8,684904.8,272238.8,272410,87685.2,87244.1,18382,18209.9,69303.2,69034.2,353608.1,350842.4,278757.9,278787.8,172119.6,172302.8,88431.9,87801.1,99497.7,99052.5,26008.8,25989.7,11659.5,18039.7
Apr-87,1052299,1063103.6,709821.1,718270.5,342477.9,344833.1,964233.2,974670,691223.2,699429.8,273010,275240.2,88065.7,88433.5,18597.9,18840.6,69467.9,69592.9,354941.3,359251.1,280451.7,282740,172138.4,175883.2,88519.7,88650.6,99959.6,100562.3,26018.6,26087.2,11681,18094.9
May-87,1055257.3,1046688.3,711890.4,706125.7,343366.9,340562.6,966824.5,958844.4,693098.4,687518.2,273726.1,271326.3,88432.7,87843.9,18792,18607.5,69640.7,69236.4,356476.2,353292.6,281747.5,280489.3,172073.9,168493,88800.8,88548.3,100513.9,99964.7,26066.6,25896.3,11588.6,18191.3
Jun-87,1057770.3,1059091.6,713562.8,714524.6,344207.5,344566.9,968990.2,969690.4,694613.9,694983,274376.3,274707.4,88780.1,89401.2,18948.9,19541.6,69831.2,69859.5,357954.5,359221.6,282386.9,283428.9,171863.3,171535,89169.3,88741.2,101101.9,100925.2,26132.7,26230.8,11392.8,18339
Jul-87,1059952.3,1067179.2,714776.9,719749.7,345175.4,347429.5,970847.5,978064.9,695711.5,701000.9,275136,277064,89104.8,89114.3,19065.4,18748.8,70039.5,70365.5,359222.1,362480.4,282530,282800,171603.6,171932.9,89469,90724.3,101703.1,102695.3,26213.5,26423.2,11137.9,18527
Aug-87,1062015.6,1056801.1,715705.4,713055.3,346310.3,343745.8,972662.1,966665.1,696553.3,692939.3,276108.8,273725.8,89353.6,90136,19152,20115.9,70201.5,70020,360428.8,355259,282488.6,282961,171432.3,171222.3,89545.3,89485.5,102246.2,101824.1,26319.7,26287.7,10868.6,18729.8
Sep-87,1064574.6,1065322.1,716954.6,717813,347620.1,347509.1,975035.1,975645.8,697691.6,698573.9,277343.5,277071.9,89539.5,89676.2,19263,19239.1,70276.5,70437.2,362082.7,364640,282558.1,280791.7,171514.5,172395.5,89371.1,89481.5,102731.7,102558.9,26473.1,26096.4,10619.5,18933.1
Oct-87,1067711.2,1068318,718748,717763,348963.2,350555,978051.9,978853.6,699319.9,698631.7,278732,280221.9,89659.3,89464.4,19428.1,19131.3,70231.3,70333.1,364385.6,364067.8,282832.7,282610.1,171903.5,170894.4,89057.3,88824.8,103178.2,105915.7,26686.5,26855.2,10393,19133.3
Nov-87,1071750.5,1067965.9,721369.8,718346.4,350380.7,349619.5,981949.2,978112,701736.1,698742.2,280213.1,279369.8,89801.3,89853.9,19633.7,19604.2,70167.6,70249.7,367329.9,364797.7,283224.6,282364,172604.1,171386.9,88734.9,88634.1,103594.6,103955.6,26961.3,26689.7,10159.8,19312.2
Dec-87,1076550.6,1080039,724693.1,727276.9,351857.5,352762.1,986547.6,989856.5,704865.8,707219.1,281681.7,282637.4,90003,90182.5,19827.2,20057.8,70175.8,70124.7,370490.6,369428.7,283526.5,285968.5,173540.1,174950.3,88523.2,88590.4,103969.3,104152.5,27276.4,27485.9,9926.5,19453.6
Jan-88,1081926.7,1080799.2,728579.3,729102.4,353347.4,351696.8,991624.9,990586.4,708627.3,709171.5,282997.6,281414.9,90301.8,90212.8,19952,19930.9,70349.7,70281.9,373329.8,375422.6,283660.9,283866.5,174625.6,173838.2,88481.3,88141.7,104358,103703.8,27578.3,27974.7,9725.8,19533.1
Feb-88,1087246,1088522.1,732442.7,732503.1,354803.3,356019,996561.9,998177.1,712498.3,712402.5,284063.6,285774.6,90684.1,90345,19944.4,20100.6,70739.7,70244.4,375023.7,377523,283694.5,283341.1,175791.3,177534.2,88583.3,88399.4,104758.2,105328.1,27790.4,27060.1,9599.6,19553.7
Mar-88,1092003.8,1086407.4,735800.2,731628.3,356203.6,354779.2,1000874.5,995697.3,715999.4,711794.5,284875.1,283902.8,91129.3,90710.1,19800.7,19833.7,71328.5,70876.4,375178.4,375527.4,283786.5,283248.3,176910.7,175786.9,88754.8,89501.3,105172.5,105011.2,27873.9,28067.6,9547.6,19529.8
Apr-88,1096140.7,1073133.1,738468.5,719351,357672.2,353782.1,1004506.8,983934.8,718912.9,701088.9,285593.9,282845.9,91633.9,89198.3,19555.5,18262.1,72078.3,70936.2,374203.7,366613.4,284157.4,277712.6,177946,177659.8,89018.7,88892.2,105644.7,105362.2,27837.4,27977,9557.9,19489.8
May-88,1099503.2,1095510.4,740247.8,738557.8,359255.4,356952.6,1007328.2,1004235.6,720964.3,719336.7,286363.9,284898.9,92175.1,91274.8,19283.5,19221.1,72891.5,72053.8,372653.5,373209.9,284897.6,283878.8,178956.6,183224.2,89358.9,89402.2,106130.2,108721.3,27710.3,28280.1,9613.8,19462.9
Jun-88,1102523.7,1089605.1,741469.7,731604.7,361054,358000.4,1009812.1,996765.7,722401.5,712616.9,287410.6,284148.8,92711.6,92839.4,19068.1,18987.8,73643.5,73851.6,371605.4,368732.1,285897.7,286760.3,180099.2,180673.2,89774.5,89278.7,106623.8,107133.5,27528.4,27299.7,9690.2,19470.1
Jul-88,1105572.6,1071465,742514.9,718637.9,363057.8,352827.1,1012363.8,982411.6,723553.7,699869.1,288810.1,282542.5,93208.9,89053.4,18961.2,18768.8,74247.7,70284.6,371690.1,366956.5,287047.2,276764.5,181394.4,177754.4,90249.4,90315.6,107134.3,105404.7,27344.8,26521.3,9757.7,19529.9
Aug-88,1108526.1,1103388.4,743406.4,740580.9,365119.7,362807.5,1014860.8,1009888.3,724412.2,721623.3,290448.6,288265,93665.3,93500.1,18994.2,18957.6,74671.1,74542.5,373025.6,378630.4,288086.5,286518.4,182809.8,181563.8,90731.4,90827.2,107708.2,107766.4,27172.3,27305.1,11500.2,19630.2
Sep-88,1111877.5,1112309.2,744588.2,743720.8,367289.4,368588.5,1017715.3,1017395.1,725409,724380,292306.3,293015.1,94162.3,94914.1,19179.2,19340.7,74983.1,75573.4,375072.4,377742.9,289020.9,289789.3,184333.1,184696.2,91186.1,91690.5,108375.6,110224.1,27014.7,27031.5,11613.5,19749.2
Oct-88,1115965.2,1116362.6,746445.8,747104,369519.5,369258.6,1021174.1,1023725.3,726971.6,727852.9,294202.5,295872.4,94791.1,92637.3,19474.2,19251.1,75316.9,73386.2,377340.7,377120.9,289998,288965,185869.4,186357.8,91574.2,91217.6,109152.8,113816.1,26874.6,26852,11789.1,19859.8
Nov-88,1121008.6,1123531.3,749107.9,752315.4,371900.8,371215.9,1025396.9,1027184.6,729281.6,731167.4,296115.4,296017.2,95611.7,96346.7,19826.3,21148,75785.4,75198.8,379340.4,381238.9,291206.9,291963.5,187379,187457.1,91887.8,93718.6,110018,110607.1,26741.1,27581.7,12043.1,19940.9
Dec-88,1126608.4,1121789.2,752253.1,750041.9,374355.3,371747.3,1030002.7,1025345.5,732082.2,729857.1,297920.6,295488.4,96605.7,96443.7,20170.9,20184.8,76434.8,76258.9,380713,378688.5,292786.5,293177,188745.4,188381.1,92185.4,92081.5,110885.4,110623.7,26639.6,26694.4,12339.8,19977
Jan-89,1132624.8,1128904.3,755731.7,751885.3,376893.1,377019,1034920.1,1031435.9,735265,731231,299655.1,300204.8,97704.7,97468.5,20466.7,20654.3,77238,76814.2,381611.2,383714.7,294686,290595,189929.8,192152.4,92493.1,92057.4,111598.2,111631.9,26615.6,26405.3,12604.1,19983.2
Feb-89,1138192.5,1145698.6,758960.6,763841,379231.8,381857.6,1039482.5,1045957.9,738256.6,742993.7,301225.9,302964.2,98710,99740.7,20704.1,20847.3,78005.9,78893.4,382408.3,392481.6,296613.6,297586.7,190972.6,190742.5,92820.9,93141.1,111986.6,112135,26689.5,26618,12787.6,19974
Mar-89,1142727.9,1143318.1,761563.9,762365.1,381164,380953,1043219.5,1043470.7,740666.9,741617.7,302552.6,301853.1,99508.4,99847.4,20897,20747.4,78611.4,79099.9,383403.9,386300,298404,299353.2,192053.1,192099.9,93122.3,93144.6,112047.6,112881.1,26853,26990.2,12854.6,19950.4
Apr-89,1146416.3,1136192.2,763687.4,758649.2,382728.9,377543,1046311.3,1038854.2,742602,738587.8,303709.3,300266.4,100105,97338.1,21085.4,20061.4,79019.6,77276.6,384772.1,382057.9,300029.7,300285.4,193248.2,189054.5,93397.3,93542.1,111853.9,111445.3,27078.3,26821.2,12783.2,19933.1
May-89,1149380.5,1147484.5,765458.3,764798.4,383922.2,382686.2,1048794.4,1047260.4,744133.1,743688,304661.3,303572.3,100586.1,100224.2,21325.2,21110.3,79260.9,79113.9,386396.6,385546.7,301386.6,301780.3,194448.5,194401.2,93672.8,93745.9,111536.5,111809.5,27337.1,27634.7,12577.5,19929.7
Jun-89,1152153.8,1149929.1,767221.7,765484.1,384932.1,384445,1051065.8,1049787,745577.5,743882.8,305488.3,305904.2,101088.1,100142.1,21644.2,21601.3,79443.8,78540.8,388188.5,390003.5,302654.1,301745.5,195570.7,195788.5,93955.7,93544.6,111219.8,108893.3,27601.1,27664.6,12313.3,19925.9
Jul-89,1155369.1,1151593.1,769237.2,767073.6,386131.8,384519.5,1053717.1,1051129.1,747222.9,745086.3,306494.1,306042.8,101652,100463.9,22014.3,21987.3,79637.7,78476.6,390098.8,389105.8,303906.5,301472.2,196597.8,196775,94222.8,94093.4,111028.2,110520.1,27863.5,27638.3,12096,19925.6
Aug-89,1159094.1,1163510.5,771512.3,775152.6,387581.8,388357.9,1056850.4,1061719.2,749126.7,753917.6,307723.7,307801.6,102243.7,101791.3,22385.6,21235,79858.1,80556.3,391927.4,392550.5,305101.3,306296.8,197387.4,198539.4,94404.4,94316.9,110973.2,111943.3,28110.6,28181.8,12013.1,19937.4
Sep-89,1162508.7,1161123.4,773473.9,774137.8,389034.8,386985.6,1059721.2,1055781.3,750798,751183.4,308923.2,304597.8,102787.4,105342.1,22675.9,22954.4,80111.5,82387.7,393008.1,392978.7,306192.8,305942,197869,196793.6,94438.7,95382,111007.8,110653,28327,27613.9,12087.4,19978.7
Oct-89,1164606.3,1165279.3,774415,775166.8,390191.3,390112.6,1061454,1062057.2,751590.7,752159.2,309863.4,309898,103152.2,103222.1,22824.3,23007.5,80327.9,80214.6,393095.1,392219.7,306993.4,306883.7,198230.6,197881.4,94317.4,94597.3,111056,112854,28482.7,28550.6,12275.1,20057
Nov-89,1165699.3,1171174.5,774581.9,777176.6,391117.4,393997.9,1062312.5,1068057.6,751745.7,754426.9,310566.8,313630.7,103386.8,103116.9,22836.2,22749.7,80550.6,80367.2,392224.5,395021.4,307545.1,309998,198574.5,199469.7,94186.3,93789.1,111132.1,111348.4,28573.3,28721.3,12486.2,20182.8
Dec-89,1166377.4,1167317.9,774372.5,772980.1,392004.9,394337.8,1062738.6,1063974.9,751597.1,750095.7,311141.5,313879.2,103638.8,103343.1,22775.4,22884.5,80863.4,80458.6,390959.4,394328.7,307966.8,305856.7,199033.2,199288.4,94152.6,94166.1,111266.4,111721.1,28633,28845.8,12615.7,20337.7
Jan-90,1167261.3,1152891.3,774205.1,762344.5,393056.2,390546.8,1063245.9,1048843.8,751481.8,739626.9,311764.1,309216.8,104015.4,104047.5,22723.3,22717.5,81292.1,81330,389941.4,384305.9,308377.6,306642.3,199615.2,197253.8,94291.2,93157.5,111399.3,109737.5,28686.6,28333.7,12614.4,20490.2
Feb-90,1168939.6,1165097,774538.7,771542.9,394400.9,393554.2,1064360.3,1060854.4,751793.7,749294.8,312566.6,311559.6,104579.3,104242.6,22745.1,22248.1,81834.3,81994.6,389838.2,384979,308935.6,310077.7,200236.4,201297,94623.7,94797.7,111484,112214.9,28764,28652.2,12484.3,20620.6
Mar-90,1171207.2,1171019.6,775255,776049.6,395952.2,394970.1,1065987.9,1066530.9,752408.4,753340.6,313579.5,313190.4,105219.3,104488.7,22846.6,22709,82372.7,81779.7,390769.3,392794.8,309587.3,307454.9,200760.3,202221.4,95070.6,95538.3,111464,111539.1,28866.8,28720.5,12284.9,20720.5
Apr-90,1173354.1,1181697.3,775935.2,780749.8,397419,400947.5,1067634.5,1073753.2,752975.8,757492.1,314658.7,316261.2,105719.6,107944.1,22959.4,23257.7,82760.2,84686.4,392412.8,392323.5,310123.3,319744.1,201072.3,199339.1,95487.1,96341.2,111337.7,112462.5,28975.4,29195.8,12114.6,20795.3
May-90,1174528.7,1171685.3,776006.9,773229.6,398521.8,398455.7,1068566.2,1065344.7,752997.6,749687.3,315568.7,315657.5,105962.5,106340.6,23009.4,23542.3,82953.1,82798.3,394091.8,394766,310222.3,307620.8,201175,202469.5,95697.6,94674.7,111148.8,110226.9,29048.3,29288.8,12026.7,20852.9
Jun-90,1173770.7,1171441.4,774827.4,773513.3,398943.3,397928.1,1067832.3,1067038.5,751867,751518.2,315965.3,315520.2,105938.5,104402.9,22960.4,21995.1,82978,82407.8,395061.1,397965.6,309427.3,309529.3,200972.5,196180.5,95650.8,95937.3,110821.5,110045.6,29045.8,28954.9,12023.8,20912.7
