X,Monthly.hours.worked.in.all.jobs....Persons..,Monthly.hours.worked.in.all.jobs....Persons...1,Monthly.hours.worked.in.all.jobs......Males..,Monthly.hours.worked.in.all.jobs......Males...1,Monthly.hours.worked.in.all.jobs......Females..,Monthly.hours.worked.in.all.jobs......Females...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.....Persons..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.....Persons...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Males..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Males...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Females..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Females...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.....Persons..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.....Persons...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Males..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Males...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Females..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Females...1,Monthly.hours.worked.in.all.jobs......New.South.Wales..,Monthly.hours.worked.in.all.jobs......New.South.Wales...1,Monthly.hours.worked.in.all.jobs......Victoria..,Monthly.hours.worked.in.all.jobs......Victoria...1,Monthly.hours.worked.in.all.jobs......Queensland..,Monthly.hours.worked.in.all.jobs......Queensland...1,Monthly.hours.worked.in.all.jobs......South.Australia..,Monthly.hours.worked.in.all.jobs......South.Australia...1,Monthly.hours.worked.in.all.jobs......Western.Australia..,Monthly.hours.worked.in.all.jobs......Western.Australia...1,Monthly.hours.worked.in.all.jobs......Tasmania..,Monthly.hours.worked.in.all.jobs......Tasmania...1,Monthly.hours.worked.in.all.jobs......Northern.Territory..,Monthly.hours.worked.in.all.jobs......Australian.Capital.Territory..
Jul-90,1170966.2,1182579.9,772380.7,776002,398585.5,406577.9,1065188.1,1075749,749525.8,752871,315662.3,322878,105778.1,106830.9,22854.9,23130.9,82923.1,83699.9,395046.6,396280.6,307572.1,317544,200456,200304,95433.9,95887.8,110318.6,110644.2,28950.7,28864.1,12057.9,20966
Aug-90,1166584.4,1163293.9,769010.1,766641,397574.3,396652.9,1060963.1,1058627,746265.6,744258.2,314697.5,314368.8,105621.3,104666.9,22744.5,22382.8,82876.8,82284,394404,390527,304910,305221.7,199748.2,199814.2,95128.7,95188.7,109707.7,110531.9,28796.2,28832.4,12071.9,20994.5
Sep-90,1161444.4,1163627.6,765228.6,767321.3,396215.8,396306.3,1055858.1,1058703.8,742506.5,744954.6,313351.6,313749.2,105586.3,104923.8,22722.1,22366.7,82864.2,82557.1,393698.5,395482.7,301833.9,302526.7,198898.7,199192.9,94851.2,94535.8,109087.3,109710,28646.2,28806.8,12013.7,20985.9
Oct-90,1156103.6,1148256,761383.1,756272.4,394720.5,391983.7,1050326.3,1041888.1,738540.1,733242.3,311786.2,308645.9,105777.4,106367.9,22843,23030.1,82934.4,83337.8,393225.5,390653.3,298755.9,296742.7,197840.3,198212.7,94632,94007.5,108458.9,107703.1,28525.7,28225.2,11886.8,20963.3
Nov-90,1150608.3,1148117.6,757361,755910.2,393247.3,392207.4,1044410,1042061.9,734252.5,732887,310157.5,309174.9,106198.4,106055.7,23108.5,23023.2,83089.8,83032.5,392992.2,393341.5,296033.7,294166,196679,195840.9,94496,96707,107872.8,106620.7,28440.3,28465.7,11740.2,20950.1
Dec-90,1145161.2,1150367.4,753252.3,757375.9,391908.9,392991.5,1038408.8,1043139.3,729788.6,733598.2,308620.2,309541.1,106752.5,107228,23463.7,23777.6,83288.8,83450.4,393071.3,395985.7,293791,294879.1,195636.1,196319.5,94409.2,94895,107369.5,108010.5,28356.3,28262.2,11638.2,20967.8
Jan-91,1140098.5,1141160.2,749228.4,747214.8,390870,393945.4,1032739.1,1036087.4,725385.8,723833.2,307353.3,312254.2,107359.3,105072.8,23842.6,23381.6,83516.7,81691.2,393118.2,391926.3,291843,292073.8,194749.9,194828.4,94354,93513.2,107040.6,107744,28250.6,28503.9,11640.8,21022.3
Feb-91,1135571.7,1137153.8,745402,747547.4,390169.7,389606.4,1027642.6,1029209,721205.1,723006.6,306437.5,306202.3,107929.2,107944.9,24196.9,24540.8,83732.2,83404.1,392791.4,390539.2,290006.5,291411.5,194175.2,192966.8,94208.1,94770.4,106850,106665.8,28117.5,28194.8,11749.4,21097.8
Mar-91,1131561.7,1130423.2,741821.1,740126.6,389740.6,390296.6,1023220.8,1021387.9,717332.3,715775.4,305888.5,305612.5,108340.9,109035.3,24488.8,24351.2,83852.1,84684.1,392039.4,386669.8,288089.9,288033.6,193902.3,193958.8,93890.4,93985.7,106718.7,106406.4,27956.6,27853,11916.5,21169.5
Apr-91,1128252.7,1125489.4,738649.8,736081.1,389602.8,389408.3,1019630,1016718.8,713913.7,711019.3,305716.3,305699.6,108622.7,108770.5,24736.2,25061.8,83886.5,83708.8,391003,392254.5,286231,280055.2,193861.5,194317.4,93396.3,93601.2,106625.6,103409.2,27783.4,27844.6,12084.4,21212.3
May-91,1125792.4,1129414,736048.9,739296.3,389743.5,390117.6,1017058.5,1020726.7,711127.7,714654.3,305930.9,306072.4,108733.8,108687.3,24921.2,24642,83812.6,84045.2,389670.8,390909.3,284754,284599.9,193887.7,194416.8,92777.8,92467.9,106542.8,106608.4,27628.4,27440,12196.5,21206.5
Jun-91,1124418.1,1122288,734336.1,732978.7,390082,389309.3,1015746.8,1013899.7,709302.4,707924.8,306444.4,305974.9,108671.4,108388.3,25033.8,25053.9,83637.6,83334.4,388185.3,385176.8,283936.5,281841.4,193955,193209.6,92136.3,93366.2,106501.9,106840.4,27535.2,27615.8,12207.4,21158.7
Jul-91,1123865.9,1126407.2,733429.3,735803.7,390436.6,390603.4,1015313.8,1017419.9,708349.3,710586.1,306964.5,306833.8,108552.1,108987.2,25080,25217.6,83472.1,83769.6,386619.1,387152.3,283851.5,286007.2,194116.6,195268.9,91562.4,91050.5,106509.8,106301.2,27516.2,27514,12110.6,21076.6
Aug-91,1123668.2,1119402.2,733066.1,728972,390602.1,390430.2,1015166.3,1011428.6,707992.7,703925.6,307173.7,307503,108501.9,107973.6,25073.4,25046.4,83428.4,82927.2,385083.2,385761.7,284324,282035.1,194411.1,193449.2,91162.7,90858.7,106508.2,106758.4,27572.9,27496.4,11932.6,20988.8
Sep-91,1123436.8,1123865.9,732888.4,732400.8,390548.5,391465.1,1014803.4,1014694.1,707824.8,707036,306978.6,307658.1,108633.4,109171.8,25063.6,25364.8,83569.8,83807,383833.4,384630.1,284974.5,286504.5,194900.7,194802.2,90984.6,90915.1,106482,106538,27667.2,27611.1,11708,20907.7
Oct-91,1122932,1127335.3,732600.5,735769.2,390331.5,391566.1,1013984.1,1019422.8,707487.7,711170.7,306496.4,308252.1,108947.9,107912.5,25112.8,24598.5,83835.1,83314,383071.7,389525.6,285407.3,285796.8,195566.4,194450.7,90979.2,92250.9,106436.3,105469.4,27764.1,27716.6,11497.5,20836.2
Nov-91,1122303.2,1123779.7,732281.1,735060.8,390022.1,388718.8,1012868.8,1012661.2,707008.6,708141.8,305860.2,304519.4,109434.4,111118.5,25272.6,26919,84161.9,84199.4,382813.7,382260.1,285448,284794.5,196295.6,197891.5,91038.2,91356.4,106368.3,107600.5,27823.5,27980.5,11333,20769.8
Dec-91,1121507,1119750.6,731788.7,730946.7,389718.3,388803.9,1011482.2,1008678.3,706230.1,705873.2,305252.1,302805.1,110024.8,111072.3,25558.6,25073.5,84466.3,85998.8,383034,378578.3,284969.5,286790.3,196905.2,196873.3,91059.8,91005.2,106286.5,106683.2,27803.1,27877.2,11241.7,20709.8
Jan-92,1120542.8,1119902.9,731060.1,730049.3,389482.7,389853.6,1009869.4,1009279,705085.8,704143.7,304783.6,305135.3,110673.4,110623.8,25974.3,25905.6,84699.1,84718.2,383551,381883.8,284093.9,284035.3,197271.6,197261.7,90969.8,91196.7,106206.6,105861.4,27686.3,27823.7,11225.7,20664.5
Feb-92,1119708.9,1117576.7,730333.2,727537,389375.7,390039.7,1008390.7,1006300.6,703876.1,700912.8,304514.6,305387.9,111318.2,111276.1,26457.2,26624.2,84861.1,84651.9,384234.6,385074.8,283120.8,280973.3,197369.6,197252.5,90747.7,88992.5,106165.7,105893.4,27491.8,27359.7,11255.9,20649.1
Mar-92,1119241.3,1124037.5,729793.7,733822.9,389447.6,390214.6,1007264.3,1011922.3,702847.4,706488.6,304416.9,305433.7,111977.1,112115.2,26946.3,27334.3,85030.8,84780.9,384844.9,386999.8,282326.5,283196.4,197258.5,197544.8,90466.6,90800.7,106175.8,106033.9,27271.8,27382.3,11297,20658.3
Apr-92,1119385.6,1118638.4,729697.8,730008.5,389687.9,388629.8,1006682.2,1005802.8,702318.8,703100.6,304363.4,302702.2,112703.4,112835.6,27379,26907.9,85324.5,85927.6,385329.9,384671.2,281975.1,281770.4,197158.8,197628.1,90234.7,89424.9,106223.2,106355.6,27091.8,26989.4,11312.1,20685
May-92,1119978.1,1116015.1,729984.5,726746.3,389993.6,389268.8,1006431.9,1003441.3,702260.3,698821.8,304171.6,304619.5,113546.1,112573.8,27724.2,27924.5,85821.9,84649.3,385558.2,384233.4,281985.1,279934.9,197224.3,196048.3,90093.8,90519,106298.7,106549.9,26989.7,26620.9,11288.5,20739.3
Jun-92,1120607.7,1121461.8,730394.5,731335.7,390213.2,390126.2,1006122.5,1006545.4,702432.9,703301.7,303689.6,303243.6,114485.3,114916.5,27961.6,28034,86523.6,86882.5,385360.4,384068.9,282260.4,284363.9,197547.4,197669.3,90055,89696.8,106396,106523.1,26965,26894.3,11243.6,20832.4
Jul-92,1120908.8,1121465.5,730571.7,730448.3,390337.1,391017.2,1005578,1006716.2,702500,702468.4,303078,304247.8,115330.8,114749.3,28071.7,27979.8,87259,86769.4,384517.1,386828.4,282573,283202.2,198091.1,194701.5,90075.7,90196.1,106523.7,106699.8,26977.2,27142.7,11203.4,20958.2
Aug-92,1120796.4,1123235.2,730522.3,731447.8,390274.1,391787.4,1004859,1006326.4,702419.6,703077.3,302439.4,303249.1,115937.4,116908.8,28102.7,28370.5,87834.7,88538.4,383103.3,384816.4,282663.9,283179,198773,198971.8,90124.8,90275.6,106755,106268.7,26970.6,27635.5,11174,21105.6
Sep-92,1120258.4,1121371.1,730307.2,731806.9,389951.2,389564.2,1004048.2,1005150.9,702237.3,703883.3,301810.9,301267.6,116210.2,116220.3,28069.9,27923.6,88140.3,88296.7,381487,382460.6,282553.3,282036.3,199505.8,199767.3,90237,90855.6,107189.6,107146.4,26913.4,27110.3,11156.7,21255.5
Oct-92,1119856.7,1120718,730302.8,731569.3,389553.9,389148.7,1003722.1,1003728.8,702299,703442.2,301423.1,300286.6,116134.6,116989.2,28003.8,28127.1,88130.8,88862.1,380027.7,377347.8,282406,282428.6,200229.6,200376,90459.2,89570.1,107872.7,111454.4,26797.4,26757.6,11143.9,21402.5
Nov-92,1120134.5,1115325.3,730694.6,727038.4,389439.9,388286.9,1004373.8,1000382.6,702780.4,699647.4,301593.3,300735.2,115760.7,114942.7,27914.2,27391,87846.6,87551.7,379127,377325.4,282360.2,282460.5,201007.3,197226.1,90786,90830.3,108760.1,108827.7,26634,25961.7,11146.3,21529
Dec-92,1121532.4,1118295.1,731734.6,728341.5,389797.8,389953.6,1006315.4,1004290.5,703923.2,700343.2,302392.2,303947.3,115217,114004.6,27811.4,27998.3,87405.6,86006.3,378974.1,377848.5,282520.9,281541.4,201896.1,201541.9,91189.8,90718.3,109719.4,107478.2,26471.7,26374.5,11168.8,21634.3
Jan-93,1123884.3,1126320.7,733323.8,737228.7,390560.6,389092,1009224.1,1010794.3,705656.4,708879.2,303567.7,301915.1,114660.2,115526.4,27667.4,28349.5,86992.8,87176.9,379395.9,381412.3,282833.9,282313,202782.2,201491.9,91587.2,91931.6,110628.2,110213.8,26362.6,26283.6,11197.1,21709.1
Feb-93,1126323.3,1124519,734892.2,733336.9,391431.1,391182.1,1012123.8,1010995.5,707382.2,706624.9,304741.6,304370.6,114199.5,113523.6,27509.9,26712.1,86689.6,86811.5,379928.7,381144.1,283021.3,284142.2,203508.1,204565.8,91911.1,92893.9,111402.3,102284.1,26339.6,26506,11227.4,21740
Mar-93,1128103,1136855.5,735996,741234.9,392107,395620.7,1014182.9,1022806.7,708629.6,713588.8,305553.3,309217.9,113920.2,114048.8,27366.4,27646,86553.8,86402.8,380120,380398.4,282972.2,284153.6,203984.2,209025.2,92111.8,91737.3,111995.4,112122.6,26398.4,26167.1,11254.8,21743.9
Apr-93,1128978.4,1128106.9,736505.9,734563,392472.5,393543.9,1015085.7,1014752.7,709211.3,707724.9,305874.4,307027.8,113892.7,113354.2,27294.7,26838.1,86598,86516.1,379824,380139.4,282748,282557.1,204207.5,205774.6,92178.1,91705.8,112432.1,108451.7,26519.8,26461.6,11269.4,21736.2
May-93,1129168.4,1127528.6,736524.3,736499.3,392644.1,391029.2,1015027.8,1013485.3,709181.7,709192.1,305846.1,304293.2,114140.6,114043.2,27342.7,27307.2,86797.9,86736,379313.3,378098.4,282416.9,281660.9,204221.9,203158.2,92138.9,92288,112740.8,112517.9,26667.3,26768.7,11285.7,21731.6
Jun-93,1129531.7,1129171.9,736638.8,736160.6,392892.9,393011.3,1014895.8,1014627.8,709107.1,708746.4,305788.7,305881.4,114635.9,114544.1,27531.7,27414.2,87104.1,87129.8,379070.2,379375.2,282165,282128.6,204165,202330.6,92090,92280.7,112944.5,113413.7,26816.2,26942.4,11314.2,21733.8
Jul-93,1130867.3,1126155,737387.4,735645.1,393479.9,390509.8,1015580.2,1012712.9,709567.3,707559.6,306012.9,305153.3,115287.1,113442,27820.1,28085.5,87467,85356.5,379401.3,373955.7,282271.8,281595.5,204259.8,205522.3,92078.9,91945.4,113090.8,113107.2,26950.4,27003.7,11366.4,21761.4
Aug-93,1133588.6,1134552.3,739020.4,739702.9,394568.2,394849.4,1017582.6,1018570.2,710898.6,711816.3,306684,306753.9,116006,115982,28121.8,27886.5,87884.1,88095.5,380382.4,380378.4,282926.7,283631.4,204654.5,204637.5,92166.4,92484.3,113287.6,113139.6,27047.6,26878.6,11438.5,21808.7
Sep-93,1137417.5,1132329,741284.2,736170.2,396133.3,396158.8,1020716.1,1014258.5,712896.6,707004.4,307819.5,307254.1,116701.4,118070.5,28387.6,29165.7,88313.8,88904.8,381824.2,380648,284074.5,284054,205324.4,201499.2,92356.9,91837.7,113634.9,113793.7,27109.6,27206.9,11511.4,21850.2
Oct-93,1141762.8,1137724.6,743839.4,741429.1,397923.4,396295.5,1024437.9,1022677.9,715235.5,713062.5,309202.4,309615.4,117324.9,115046.6,28603.9,28366.6,88721,86680,383552.5,384687.3,285400.3,283285.9,206040.8,205061.6,92597.6,90037.8,114175.3,113716.9,27171,27179.4,11548.1,21869.6
Nov-93,1145923.3,1155089.7,746244.2,750495.3,399679.1,404594.4,1028041.4,1036920.8,717470.6,721504.2,310570.8,315416.6,117881.8,118168.9,28773.5,28991,89108.3,89177.8,385258.3,393212.8,286623.2,288281.6,206591,207273.6,92853.9,93069.2,114981,114334.8,27269.7,26484.2,11524.9,21858.6
Dec-93,1149768.3,1155197.3,748452.6,754114.7,401315.7,401082.6,1031307.1,1037372.5,719512.8,725631,311794.3,311741.6,118461.3,117824.8,28939.8,28483.8,89521.5,89341,386665.5,386942.2,287625.8,288701.4,206946.1,208188,93062.6,93266.1,115975.7,116279.1,27408.1,28120.9,11458.1,21836.2
Jan-94,1153256.5,1156703.8,750418,753377.4,402838.5,403326.5,1034163.2,1036310.7,721322,724013.8,312841.2,312296.9,119093.3,120393.2,29096,29363.6,89997.3,91029.6,387622.5,382364.2,288321.3,293363.4,207430.2,211213.5,93132.6,93670.9,116913.4,117227.9,27558.7,27181.2,11399.5,21826.9
Feb-94,1156564.2,1153176.9,752278.4,749999.2,404285.8,403177.7,1036760.7,1034188.9,723044.8,720692.4,313715.8,313496.6,119803.6,118987.9,29233.6,29306.8,90570,89681.1,388118.8,388504,288823.8,285190.2,208212.2,207744.5,93098.2,93144.4,117591.7,117512.1,27692.2,28000.5,11401.2,21869.2
Mar-94,1160130,1157124.6,754420.8,750673.8,405709.2,406450.9,1039559.9,1037058,725059.4,721392.2,314500.5,315665.8,120570.1,120066.6,29361.4,29281.5,91208.7,90785.1,388514.8,389491.4,289397.5,287744.3,209374.8,207584.2,93044.4,92290.2,117930.1,118588.4,27786.8,28034.6,11483.8,21962
Apr-94,1164393.1,1162992.8,757188.4,757793.7,407204.7,405199.1,1042997.4,1039367.1,727671,728054.9,315326.4,311312.3,121395.7,123625.7,29517.4,29738.8,91878.3,93886.8,389241.1,387350.8,290314.5,290637.3,210970.4,209814.1,93047.5,95895.6,118008.4,118961,27812.7,26847.3,11635.2,22072.9
May-94,1169445.2,1172856.3,760752.3,764550.6,408692.9,408305.7,1047188.8,1050285.6,731030.3,734905.1,316158.5,315380.4,122256.4,122570.7,29722,29645.5,92534.4,92925.3,390514,395268.5,291753.1,291712.2,212857.5,214139.7,93198.5,93103.1,117933.9,116598.5,27755.7,27758.9,11820.9,22159.7
Jun-94,1174864.9,1171308.1,764776.2,763122.5,410088.7,408185.6,1051768.1,1050726.5,734774.5,733566.1,316993.6,317160.5,123096.8,120581.5,30001.7,29556.4,93095.1,91025.1,392217.2,391124.6,293530.2,291877.3,214784.7,216797.2,93438.2,92555,117859.7,116921.7,27661.1,27587.9,11997.9,22191
Jul-94,1179844.4,1181366.1,768533.5,769323.7,411310.8,412042.4,1055967.6,1056020.9,738170.2,737807.1,317797.4,318213.8,123876.7,125345.2,30363.3,31516.6,93513.4,93828.6,394159.8,394576.6,295160.9,296485.8,216406.2,214582.3,93605.7,94711.8,117950.2,118758.5,27584.7,27713.9,12149.5,22180.9
Aug-94,1183942.6,1187903.6,771530.5,775941,412412,411962.6,1059322.5,1063321.4,740731.6,744861.1,318590.9,318460.3,124620,124582.2,30798.9,31079.8,93821.1,93502.3,396139.1,398792.4,296272,297041.9,217555.6,218679.4,93587.3,93469.8,118234.8,118252.2,27580.2,27509.1,12284.3,22144.5
Sep-94,1186958.8,1188604.8,773632.2,773602.5,413326.6,415002.3,1061648.1,1064268.9,742383.5,744000,319264.6,320268.9,125310.7,124335.9,31248.7,29602.6,94062,94733.3,397957.9,398110,296698.1,298022.8,218231.5,218176.1,93354.7,93574.5,118686.4,119141,27658.7,27297.9,12439,22110.2
Oct-94,1189250.5,1187375.4,775070.1,775803.4,414180.5,411572,1063218.1,1060865.5,743423.1,743129.4,319795,317736.1,126032.4,126509.9,31646.9,32674,94385.4,93835.9,399502.4,397839.6,296635,296883.5,218556.2,218687.5,93020.2,93594.5,119237.3,117911.2,27783.1,27875.2,12614.6,22089.8
Nov-94,1191645.7,1189879.1,776439,773132.2,415206.7,416747,1064825.6,1063912.7,744473.5,741243.9,320352.1,322668.8,126820.1,125966.4,31965.5,31888.2,94854.6,94078.1,401053.3,400392,296511.5,295121.6,218878.9,219203.5,92688.7,91708.4,119808.1,120189.6,27928.4,28237.2,12804.8,22083.8
Dec-94,1194994.1,1194412.6,778216.4,777406,416777.6,417006.6,1067294.9,1065115.9,746022.8,744853.5,321272.1,320262.4,127699.2,129296.7,32193.6,32552.5,95505.5,96744.2,402821.4,403439.8,296729.2,296148.9,219426.8,218850.6,92450.8,91342.3,120396,121293.9,28078.4,27950.8,12984.7,22091
Jan-95,1199569.6,1198946.1,780520,780453.4,419049.6,418492.6,1070947.3,1070687.8,748155.3,748161.7,322792,322526.1,128622.3,128258.3,32364.6,32291.7,96257.6,95966.5,404785.8,405483.7,297553.2,296560.5,220302,220004.9,92383.5,92838.8,121050.4,120041.5,28192.1,29078.2,13102.3,22112.2
Feb-95,1205061.2,1203404.9,783167.8,784641.8,421893.4,418763.1,1075545,1074535.5,750677.6,752271.2,324867.4,322264.3,129516.1,128869.4,32490.2,32370.6,97025.9,96498.8,406887.1,405422,298970,298661.8,221525.3,219921,92442.7,94567.8,121706.5,121773.9,28255.1,27784.5,13127.4,22144.3
Mar-95,1210540.1,1205735.9,785630.3,783975,424909.8,421760.9,1080286.4,1075017.2,753058.6,751668.3,327227.8,323349,130253.7,130718.7,32571.7,32306.7,97681.9,98412,408876.9,402396,300607.1,301853.1,222921.9,222990.9,92539.1,92900.1,122276.3,122355.9,28284.2,28337.9,13069,22191.5
Apr-95,1215114.9,1223650.3,787461.8,792881,427653.1,430769.3,1084315.4,1092205.9,754836.4,759828.2,329479,332377.7,130799.5,131444.5,32625.4,33052.9,98174.1,98391.6,410631.2,413885.7,302049.1,302539.5,224173.4,226400.1,92654.2,92023.1,122760.4,124451.2,28311.8,28421.4,12958.1,22269.7
May-95,1218410.6,1216793.9,788608.6,785436.9,429802,431357,1087233.3,1085384.6,755951.3,752960.4,331282,332424.3,131177.3,131409.2,32657.3,32476.5,98520,98932.7,412168.5,409101.1,302966.2,303119.1,224972,224263.7,92786.2,93359.9,123171.7,123378.9,28343.4,28333.5,12808.5,22372.4
Jun-95,1220756.1,1222583.7,789345.2,788006.1,431410.9,434577.6,1089272.5,1092151.5,756686.8,755293.1,332585.7,336858.4,131483.6,130432.1,32658.4,32713,98825.2,97719.2,413653.5,413802.8,303358,303469.2,225151.4,225970.4,92965.8,92825.8,123536.6,123517.9,28357.2,27993.7,12652.1,22470.6
Jul-95,1222422.9,1223671.3,789874.2,791605.2,432548.6,432066.1,1090672,1091605.4,757281.3,759269.2,333390.7,332336.2,131750.9,132065.9,32592.9,32336,99157.9,99729.9,414944.2,415945.4,303488.6,304083.4,224790.2,224755.4,93267.1,92280.4,123787.7,123052.5,28331.5,28605.2,12522,22539.4
Aug-95,1223855.6,1221656.3,790286.5,789447.7,433569.1,432208.5,1091895.1,1089895.7,757860.2,756631.6,334035,333264.1,131960.5,131760.6,32426.3,32816.2,99534.2,98944.4,415886.8,414761.8,303736.5,303038.6,224178.8,221976.2,93646,93995.6,123929.7,124107.6,28283.9,28505.2,12444.5,22574.6
Sep-95,1225419.7,1226141.8,790706.1,791560.9,434713.7,434580.9,1093198.9,1093428.8,758495.6,759171,334703.4,334257.8,132220.8,132713,32210.5,32389.9,100010.3,100323.1,416438.1,417640.6,304335.8,303280.3,223709.6,224725.1,93989.3,94033.4,124025.6,124340.5,28235.2,27113.7,12426.4,22601.6
Oct-95,1227141.5,1227449.4,791112.8,790833.7,436028.7,436615.6,1094577.3,1094949.7,759081.9,758955.9,335495.4,335993.8,132564.2,132499.6,32030.9,31877.8,100533.3,100621.8,416571.5,416428.5,305237.3,304513.6,223684.9,221554.7,94171.3,94380.2,124118.8,127875.1,28205.2,28024.9,12474.6,22638.4
Nov-95,1229010.8,1231719.4,791785.4,793648.6,437225.3,438070.8,1096051.2,1097639.6,759812.8,760408.9,336238.3,337230.7,132959.6,134079.9,31972.6,33239.7,100987,100840.1,416489.4,418615.1,306185.8,306849.5,224217.9,224459.3,94188.3,94221.7,124211.2,123968.4,28216.4,28160.4,12582.8,22684.6
Dec-95,1230603.9,1227093.1,792598.9,790004.9,438005,437088.2,1097282.4,1094259.6,760551.4,758429.3,336731,335830.3,133321.5,132833.5,32047.5,31575.6,101274,101257.9,416295.3,412603.6,307055.6,308073.3,225104.5,224764,94061.2,94631.6,124302,123485.1,28262.7,28091.2,12703.6,22718.8
Jan-96,1231776,1239391.5,793544.4,800150.7,438231.6,439240.8,1098171.8,1106430.8,761301.2,768657.6,336870.7,337773.1,133604.2,132960.7,32243.2,31493,101361,101467.7,416163.3,416686.5,307693.2,313437.3,226023.9,226006.9,93837.6,93452.4,124348.8,124595.9,28346.6,28660.8,12810.7,22718
Feb-96,1232321.2,1232600.1,794327.1,794808.6,437994.1,437791.5,1098568,1097645.6,761828.4,761691.7,336739.6,335953.8,133753.2,134954.5,32498.7,33116.9,101254.5,101837.6,415879.8,416026.1,308039.5,306689.9,226608.5,227732.4,93662.4,93172.8,124357.4,124735.6,28437.7,28415.1,12895.4,22673.5
Mar-96,1232215.4,1232797,794671.3,794430,437544.1,438367,1098481.3,1098962.8,761925.5,761404.9,336555.8,337557.9,133734.1,133834.2,32745.8,33025.1,100988.3,100809.1,415397,415582.8,308156.4,307457.6,226726.5,227406.1,93615.2,93235.1,124386.2,124888.2,28485.9,28399.5,12956.4,22588.5
Apr-96,1231587.2,1235750.6,794448.1,799142.5,437139.1,436608.1,1097962,1102088.9,761493.5,766095.5,336468.5,335993.5,133625.3,133661.6,32954.6,33047,100670.7,100614.6,414683.8,418602,308168.3,308007,226461.4,227754.9,93677.2,94839.4,124449.8,123352.3,28498.5,28713.1,13017.7,22483.9
May-96,1230784.9,1223410.7,793736.2,787807.1,437048.7,435603.6,1097201.9,1090764.4,760556.1,755148.5,336645.9,335615.9,133583,132646.4,33180.2,32658.6,100402.8,99987.8,413911.4,409167.3,308095.2,310030.7,226057,223596.8,93781.7,92710.6,124586.1,124686.6,28502.5,28184.6,13110.6,22386.2
Jun-96,1230269.2,1228032.8,792884.3,793331.4,437384.9,434701.4,1096499.9,1093097.7,759410.8,759922.4,337089.1,333175.3,133769.3,134935.1,33473.5,33408.9,100295.8,101526.2,413348.9,413299.7,307958.3,306794.4,225783.1,225152.7,93823.4,94269.6,124799.4,124114.7,28509,28802.3,13226.4,22317.6
Jul-96,1230124.6,1230621.7,792142.9,793013.4,437981.7,437608.3,1095913.6,1097078.8,758306.5,759279.8,337607.1,337799,134211,133542.9,33836.4,33733.6,100374.6,99809.3,413204.7,411735.4,307727.4,308234.8,225722.6,226194.2,93738.5,94259.6,125048.8,125770.9,28518.7,28168.2,13318,22270.8
Aug-96,1230320.8,1232045.3,791695.4,790934.9,438625.4,441110.5,1095468.6,1096832,757456.1,756758.4,338012.5,340073.7,134852.2,135213.3,34239.3,34176.5,100612.9,101036.8,413605.7,414849,307497.6,307528.8,225819.2,226283.9,93524.4,93344.6,125329.3,125859.6,28506.8,28577.4,13345.3,22227.8
Sep-96,1230636.1,1229670.2,791474.1,790671.8,439162,438998.3,1095042.2,1093831.4,756857.4,755553.6,338184.9,338277.8,135593.9,135838.8,34616.8,35118.3,100977.2,100720.5,414302.1,413158.6,307429.3,306774.1,225986.7,226535.8,93235.2,93266.7,125614.4,125122.5,28452.7,28925.7,13297.6,22177.8
Oct-96,1231096.4,1235299.9,791521.4,793545.8,439575,441754.1,1094760.6,1098293.4,756624.6,758379.6,338135.9,339913.8,136335.8,137006.5,34896.7,35166.2,101439.1,101840.3,415129.9,419872.5,307684.3,306932.5,226143.8,226275.8,92951.3,92700.9,125880.5,126012.1,28367.3,28268.9,13200.7,22125.3
Nov-96,1231826,1229871.2,791838.3,791818,439987.7,438053.3,1094740.4,1093377.3,756763.5,757132.6,337976.9,336244.7,137085.6,136493.9,35074.8,34685.3,102010.8,101808.6,415841.5,414314.8,308169.1,308981,226294,225335.7,92752.4,92753.4,126171.5,125514.9,28236.1,28110,13092.5,22103.2
Dec-96,1232830.8,1228394.7,792301,790162.3,440529.8,438232.4,1094997.8,1091402.3,757107.7,755198.9,337890.1,336203.4,137832.9,136992.5,35193.2,34963.4,102639.7,102029,416263.8,415991.5,308632.7,303530.2,226516.2,226610.9,92696.3,92873.2,126479.3,126408.2,28055.7,28138.2,13035.8,22133.8
Jan-97,1234267.6,1235190.5,793152,793156.2,441115.6,442034.3,1095742.8,1096213,757845.7,757690.4,337897.1,338522.6,138524.8,138977.5,35306.4,35465.8,103218.4,103511.7,416576.4,416086.1,308897.8,310017.3,226838,225844.4,92847.3,92654.4,126742.6,127760.7,27854.1,27691.9,13077.1,22204.9
