"REGION","MONTH.YEAR","VALUE"
"Western.Australia...Trend","May-24",224189.8
"Western.Australia...Trend","Jun-24",225351.7
"Western.Australia...Trend","Jul-24",226436
"Western.Australia...Trend","Aug-24",227345.2
"Tasmania...Trend","Jan-14",30504.1
"Tasmania...Trend","Feb-14",30732.8
"Tasmania...Trend","Mar-14",30917.9
"Tasmania...Trend","Apr-14",31042.4
"Tasmania...Trend","May-14",31109.1
"Tasmania...Trend","Jun-14",31148.4
"Tasmania...Trend","Jul-14",31190.8
"Tasmania...Trend","Aug-14",31256.8
"Tasmania...Trend","Sep-14",31355.1
"Tasmania...Trend","Oct-14",31491.1
"Tasmania...Trend","Nov-14",31634.5
"Tasmania...Trend","Dec-14",31730.5
"Tasmania...Trend","Jan-15",31739
"Tasmania...Trend","Feb-15",31671.7
"Tasmania...Trend","Mar-15",31560.2
"Tasmania...Trend","Apr-15",31456.7
"Tasmania...Trend","May-15",31414.4
"Tasmania...Trend","Jun-15",31443.9
"Tasmania...Trend","Jul-15",31520.8
"Tasmania...Trend","Aug-15",31622.4
"Tasmania...Trend","Sep-15",31707.3
"Tasmania...Trend","Oct-15",31740.8
"Tasmania...Trend","Nov-15",31709.2
"Tasmania...Trend","Dec-15",31634.8
"Tasmania...Trend","Jan-16",31539.3
"Tasmania...Trend","Feb-16",31429.9
"Tasmania...Trend","Mar-16",31330.5
"Tasmania...Trend","Apr-16",31285.9
"Tasmania...Trend","May-16",31306.8
"Tasmania...Trend","Jun-16",31383.7
"Tasmania...Trend","Jul-16",31474
"Tasmania...Trend","Aug-16",31532.9
"Tasmania...Trend","Sep-16",31540.5
"Tasmania...Trend","Oct-16",31532.6
"Tasmania...Trend","Nov-16",31556.3
"Tasmania...Trend","Dec-16",31656.6
"Tasmania...Trend","Jan-17",31845.1
"Tasmania...Trend","Feb-17",32112.8
"Tasmania...Trend","Mar-17",32398.9
"Tasmania...Trend","Apr-17",32647.9
"Tasmania...Trend","May-17",32831.8
"Tasmania...Trend","Jun-17",32955
"Tasmania...Trend","Jul-17",33025.8
"Tasmania...Trend","Aug-17",33052.5
"Tasmania...Trend","Sep-17",33050.8
"Tasmania...Trend","Oct-17",33045.2
"Tasmania...Trend","Nov-17",33052.5
"Tasmania...Trend","Dec-17",33080.8
"Tasmania...Trend","Jan-18",33119.7
"Tasmania...Trend","Feb-18",33170.6
"Tasmania...Trend","Mar-18",33246.1
"Tasmania...Trend","Apr-18",33329.5
"Tasmania...Trend","May-18",33394
"Tasmania...Trend","Jun-18",33437.6
"Tasmania...Trend","Jul-18",33450.2
"Tasmania...Trend","Aug-18",33440.9
"Tasmania...Trend","Sep-18",33417.3
"Tasmania...Trend","Oct-18",33379.2
"Tasmania...Trend","Nov-18",33320.4
"Tasmania...Trend","Dec-18",33238.1
"Tasmania...Trend","Jan-19",33152.6
"Tasmania...Trend","Feb-19",33089.1
"Tasmania...Trend","Mar-19",33077.2
"Tasmania...Trend","Apr-19",33113.8
"Tasmania...Trend","May-19",33193.7
"Tasmania...Trend","Jun-19",33286.7
"Tasmania...Trend","Jul-19",33384.8
"Tasmania...Trend","Aug-19",33484.4
"Tasmania...Trend","Sep-19",33572.4
"Tasmania...Trend","Oct-19",33654.7
"Tasmania...Trend","Nov-19",33744.1
"Tasmania...Trend","Dec-19",33832.6
"Tasmania...Trend","Jan-20",33900.8
"Tasmania...Trend","Feb-20",33945.2
"Tasmania...Trend","Mar-20",33996.4
"Tasmania...Trend","Apr-20",30193.1
"Tasmania...Trend","May-20",30334.9
"Tasmania...Trend","Jun-20",32687.9
"Tasmania...Trend","Jul-20",32923.3
"Tasmania...Trend","Aug-20",33206.2
"Tasmania...Trend","Sep-20",33549.7
"Tasmania...Trend","Oct-20",33949
"Tasmania...Trend","Nov-20",34376.3
"Tasmania...Trend","Dec-20",34796.3
"Tasmania...Trend","Jan-21",35172
"Tasmania...Trend","Feb-21",35478.8
"Tasmania...Trend","Mar-21",35710.7
"Tasmania...Trend","Apr-21",35868.6
"Tasmania...Trend","May-21",35982.9
"Tasmania...Trend","Jun-21",36078.1
"Tasmania...Trend","Jul-21",36156.6
"Tasmania...Trend","Aug-21",36206.8
"Tasmania...Trend","Sep-21",36216.1
"Tasmania...Trend","Oct-21",36186.4
"Tasmania...Trend","Nov-21",36132.3
"Tasmania...Trend","Dec-21",36073
"Tasmania...Trend","Jan-22",36017.6
"Tasmania...Trend","Feb-22",35955
"Tasmania...Trend","Mar-22",35908.9
"Tasmania...Trend","Apr-22",35923.3
"Tasmania...Trend","May-22",36020.8
"Tasmania...Trend","Jun-22",36215.6
"Tasmania...Trend","Jul-22",36499.7
"Tasmania...Trend","Aug-22",36829.5
"Tasmania...Trend","Sep-22",37153.8
"Tasmania...Trend","Oct-22",37432.1
"Tasmania...Trend","Nov-22",37676.8
"Tasmania...Trend","Dec-22",37909.4
"Tasmania...Trend","Jan-23",38143
"Tasmania...Trend","Feb-23",38361.8
"Tasmania...Trend","Mar-23",38511.3
"Tasmania...Trend","Apr-23",38546
"Tasmania...Trend","May-23",38465.2
"Tasmania...Trend","Jun-23",38291.4
"Tasmania...Trend","Jul-23",38073
"Tasmania...Trend","Aug-23",37855.7
"Tasmania...Trend","Sep-23",37653.2
"Tasmania...Trend","Oct-23",37448.9
"Tasmania...Trend","Nov-23",37231.9
"Tasmania...Trend","Dec-23",37007.1
"Tasmania...Trend","Jan-24",36816.3
"Tasmania...Trend","Feb-24",36668.9
"Tasmania...Trend","Mar-24",36566.6
"Tasmania...Trend","Apr-24",36498.4
"Tasmania...Trend","May-24",36442.7
"Tasmania...Trend","Jun-24",36401.8
"Tasmania...Trend","Jul-24",36379.6
"Tasmania...Trend","Aug-24",36387.2
"Northern.Territory...Trend","Jan-14",20295.1
"Northern.Territory...Trend","Feb-14",20307.4
"Northern.Territory...Trend","Mar-14",20274.5
"Northern.Territory...Trend","Apr-14",20206.9
"Northern.Territory...Trend","May-14",20124.4
"Northern.Territory...Trend","Jun-14",20040
"Northern.Territory...Trend","Jul-14",19959
"Northern.Territory...Trend","Aug-14",19884.5
"Northern.Territory...Trend","Sep-14",19828.8
"Northern.Territory...Trend","Oct-14",19801.5
"Northern.Territory...Trend","Nov-14",19831.3
"Northern.Territory...Trend","Dec-14",19932.9
"Northern.Territory...Trend","Jan-15",20096.8
"Northern.Territory...Trend","Feb-15",20287.6
"Northern.Territory...Trend","Mar-15",20448.3
"Northern.Territory...Trend","Apr-15",20552.6
"Northern.Territory...Trend","May-15",20597
"Northern.Territory...Trend","Jun-15",20572.1
"Northern.Territory...Trend","Jul-15",20513.8
"Northern.Territory...Trend","Aug-15",20458.5
"Northern.Territory...Trend","Sep-15",20413.9
"Northern.Territory...Trend","Oct-15",20373.5
"Northern.Territory...Trend","Nov-15",20324.6
"Northern.Territory...Trend","Dec-15",20266.5
"Northern.Territory...Trend","Jan-16",20215.7
"Northern.Territory...Trend","Feb-16",20206.6
"Northern.Territory...Trend","Mar-16",20254.6
"Northern.Territory...Trend","Apr-16",20340.3
"Northern.Territory...Trend","May-16",20442.4
"Northern.Territory...Trend","Jun-16",20537.6
"Northern.Territory...Trend","Jul-16",20595.9
"Northern.Territory...Trend","Aug-16",20604.1
"Northern.Territory...Trend","Sep-16",20582.2
"Northern.Territory...Trend","Oct-16",20544.1
"Northern.Territory...Trend","Nov-16",20498.4
"Northern.Territory...Trend","Dec-16",20439.5
"Northern.Territory...Trend","Jan-17",20347.8
"Northern.Territory...Trend","Feb-17",20219.7
"Northern.Territory...Trend","Mar-17",20074.8
"Northern.Territory...Trend","Apr-17",19952.8
"Northern.Territory...Trend","May-17",19879.6
"Northern.Territory...Trend","Jun-17",19860.7
"Northern.Territory...Trend","Jul-17",19875.8
"Northern.Territory...Trend","Aug-17",19900.6
"Northern.Territory...Trend","Sep-17",19923.6
"Northern.Territory...Trend","Oct-17",19946.8
"Northern.Territory...Trend","Nov-17",19976.1
"Northern.Territory...Trend","Dec-17",20033.3
"Northern.Territory...Trend","Jan-18",20130.9
"Northern.Territory...Trend","Feb-18",20252.6
"Northern.Territory...Trend","Mar-18",20377.8
"Northern.Territory...Trend","Apr-18",20476.9
"Northern.Territory...Trend","May-18",20526.9
"Northern.Territory...Trend","Jun-18",20525.8
"Northern.Territory...Trend","Jul-18",20474.5
"Northern.Territory...Trend","Aug-18",20388.7
"Northern.Territory...Trend","Sep-18",20275.2
"Northern.Territory...Trend","Oct-18",20159.9
"Northern.Territory...Trend","Nov-18",20058.9
"Northern.Territory...Trend","Dec-18",19960.1
"Northern.Territory...Trend","Jan-19",19848.1
"Northern.Territory...Trend","Feb-19",19724
"Northern.Territory...Trend","Mar-19",19588.1
"Northern.Territory...Trend","Apr-19",19464.3
"Northern.Territory...Trend","May-19",19375.4
"Northern.Territory...Trend","Jun-19",19326.9
"Northern.Territory...Trend","Jul-19",19315.7
"Northern.Territory...Trend","Aug-19",19344.4
"Northern.Territory...Trend","Sep-19",19390.5
"Northern.Territory...Trend","Oct-19",19441.3
"Northern.Territory...Trend","Nov-19",19477.2
"Northern.Territory...Trend","Dec-19",19469.1
"Northern.Territory...Trend","Jan-20",19395.9
"Northern.Territory...Trend","Feb-20",19250.8
"Northern.Territory...Trend","Mar-20",19067.6
"Northern.Territory...Trend","Apr-20",18889.2
"Northern.Territory...Trend","May-20",18768.5
"Northern.Territory...Trend","Jun-20",18741.2
"Northern.Territory...Trend","Jul-20",18804.4
"Northern.Territory...Trend","Aug-20",18918.4
"Northern.Territory...Trend","Sep-20",19033.6
"Northern.Territory...Trend","Oct-20",19128.9
"Northern.Territory...Trend","Nov-20",19201.9
"Northern.Territory...Trend","Dec-20",19284.1
"Northern.Territory...Trend","Jan-21",19391.5
"Northern.Territory...Trend","Feb-21",19490.9
"Northern.Territory...Trend","Mar-21",19534.9
"Northern.Territory...Trend","Apr-21",19504.7
"Northern.Territory...Trend","May-21",19437.2
"Northern.Territory...Trend","Jun-21",19353.2
"Northern.Territory...Trend","Jul-21",19276.7
"Northern.Territory...Trend","Aug-21",19242.4
"Northern.Territory...Trend","Sep-21",19255.8
"Northern.Territory...Trend","Oct-21",19290.5
"Northern.Territory...Trend","Nov-21",19317.1
"Northern.Territory...Trend","Dec-21",19319.3
"Northern.Territory...Trend","Jan-22",19307.7
"Northern.Territory...Trend","Feb-22",19303.6
"Northern.Territory...Trend","Mar-22",19342.8
"Northern.Territory...Trend","Apr-22",19410.6
"Northern.Territory...Trend","May-22",19477.6
"Northern.Territory...Trend","Jun-22",19533.7
"Northern.Territory...Trend","Jul-22",19574.1
"Northern.Territory...Trend","Aug-22",19554.4
"Northern.Territory...Trend","Sep-22",19490.8
"Northern.Territory...Trend","Oct-22",19443.9
"Northern.Territory...Trend","Nov-22",19450.2
"Northern.Territory...Trend","Dec-22",19541.3
"Northern.Territory...Trend","Jan-23",19714.1
"Northern.Territory...Trend","Feb-23",19930.2
"Northern.Territory...Trend","Mar-23",20130.9
"Northern.Territory...Trend","Apr-23",20262.1
"Northern.Territory...Trend","May-23",20309.8
"Northern.Territory...Trend","Jun-23",20256.1
"Northern.Territory...Trend","Jul-23",20136.9
"Northern.Territory...Trend","Aug-23",19999.6
"Northern.Territory...Trend","Sep-23",19886.4
"Northern.Territory...Trend","Oct-23",19832.8
"Northern.Territory...Trend","Nov-23",19857.8
"Northern.Territory...Trend","Dec-23",19943.1
"Northern.Territory...Trend","Jan-24",20026.4
"Northern.Territory...Trend","Feb-24",20070.7
"Northern.Territory...Trend","Mar-24",20071.1
"Northern.Territory...Trend","Apr-24",20045.6
"Northern.Territory...Trend","May-24",20028.1
"Northern.Territory...Trend","Jun-24",20042.1
"Northern.Territory...Trend","Jul-24",20080.1
"Northern.Territory...Trend","Aug-24",20118.8
"Australian.Capital.Territory","Jan-14",28475.4
"Australian.Capital.Territory","Feb-14",28594.1
"Australian.Capital.Territory","Mar-14",28726.6
"Australian.Capital.Territory","Apr-14",28831.2
"Australian.Capital.Territory","May-14",28903.6
"Australian.Capital.Territory","Jun-14",28946
"Australian.Capital.Territory","Jul-14",28947.6
"Australian.Capital.Territory","Aug-14",28902.6
"Australian.Capital.Territory","Sep-14",28808.6
"Australian.Capital.Territory","Oct-14",28704.2
"Australian.Capital.Territory","Nov-14",28615.3
"Australian.Capital.Territory","Dec-14",28571.1
"Australian.Capital.Territory","Jan-15",28579.4
"Australian.Capital.Territory","Feb-15",28628.5
"Australian.Capital.Territory","Mar-15",28698.4
"Australian.Capital.Territory","Apr-15",28756.3
"Australian.Capital.Territory","May-15",28773.8
"Australian.Capital.Territory","Jun-15",28764.8
"Australian.Capital.Territory","Jul-15",28757
"Australian.Capital.Territory","Aug-15",28770
"Australian.Capital.Territory","Sep-15",28808.3
"Australian.Capital.Territory","Oct-15",28878.4
"Australian.Capital.Territory","Nov-15",28978.2
"Australian.Capital.Territory","Dec-15",29094.6
"Australian.Capital.Territory","Jan-16",29195.8
"Australian.Capital.Territory","Feb-16",29282.2
"Australian.Capital.Territory","Mar-16",29371.8
"Australian.Capital.Territory","Apr-16",29485.4
"Australian.Capital.Territory","May-16",29590.2
"Australian.Capital.Territory","Jun-16",29668.8
"Australian.Capital.Territory","Jul-16",29727
"Australian.Capital.Territory","Aug-16",29761.5
"Australian.Capital.Territory","Sep-16",29776.2
"Australian.Capital.Territory","Oct-16",29774.3
"Australian.Capital.Territory","Nov-16",29752.8
"Australian.Capital.Territory","Dec-16",29748.4
"Australian.Capital.Territory","Jan-17",29799.8
"Australian.Capital.Territory","Feb-17",29887.9
"Australian.Capital.Territory","Mar-17",29984.1
"Australian.Capital.Territory","Apr-17",30102
"Australian.Capital.Territory","May-17",30246.9
"Australian.Capital.Territory","Jun-17",30425.5
"Australian.Capital.Territory","Jul-17",30623.3
"Australian.Capital.Territory","Aug-17",30839.4
"Australian.Capital.Territory","Sep-17",31069.5
"Australian.Capital.Territory","Oct-17",31305.3
"Australian.Capital.Territory","Nov-17",31525.6
"Australian.Capital.Territory","Dec-17",31681.8
"Australian.Capital.Territory","Jan-18",31735.7
"Australian.Capital.Territory","Feb-18",31715.7
"Australian.Capital.Territory","Mar-18",31651.9
"Australian.Capital.Territory","Apr-18",31553.6
"Australian.Capital.Territory","May-18",31451.4
"Australian.Capital.Territory","Jun-18",31377.5
"Australian.Capital.Territory","Jul-18",31355.7
"Australian.Capital.Territory","Aug-18",31369.4
"Australian.Capital.Territory","Sep-18",31359.8
"Australian.Capital.Territory","Oct-18",31308.9
"Australian.Capital.Territory","Nov-18",31235.4
"Australian.Capital.Territory","Dec-18",31174.8
"Australian.Capital.Territory","Jan-19",31185.8
"Australian.Capital.Territory","Feb-19",31265.5
"Australian.Capital.Territory","Mar-19",31380.8
"Australian.Capital.Territory","Apr-19",31515.5
"Australian.Capital.Territory","May-19",31652.4
"Australian.Capital.Territory","Jun-19",31777.4
"Australian.Capital.Territory","Jul-19",31889.8
"Australian.Capital.Territory","Aug-19",31985.7
"Australian.Capital.Territory","Sep-19",32092.1
"Australian.Capital.Territory","Oct-19",32195.6
"Australian.Capital.Territory","Nov-19",32291.4
"Australian.Capital.Territory","Dec-19",32391.5
"Australian.Capital.Territory","Jan-20",32497.5
"Australian.Capital.Territory","Feb-20",32625.8
"Australian.Capital.Territory","Mar-20",32802.1
"Australian.Capital.Territory","Apr-20",32991.8
"Australian.Capital.Territory","May-20",33183.8
"Australian.Capital.Territory","Jun-20",33369.1
"Australian.Capital.Territory","Jul-20",33565.2
"Australian.Capital.Territory","Aug-20",33775.4
"Australian.Capital.Territory","Sep-20",33962.2
"Australian.Capital.Territory","Oct-20",34085.3
"Australian.Capital.Territory","Nov-20",34127.3
"Australian.Capital.Territory","Dec-20",34090.5
"Australian.Capital.Territory","Jan-21",34004.7
"Australian.Capital.Territory","Feb-21",33893.2
"Australian.Capital.Territory","Mar-21",33777.5
"Australian.Capital.Territory","Apr-21",33652.4
"Australian.Capital.Territory","May-21",33511.1
"Australian.Capital.Territory","Jun-21",33325.6
"Australian.Capital.Territory","Jul-21",33124.7
"Australian.Capital.Territory","Aug-21",32910.9
"Australian.Capital.Territory","Sep-21",32740
"Australian.Capital.Territory","Oct-21",32622.5
"Australian.Capital.Territory","Nov-21",32551.5
"Australian.Capital.Territory","Dec-21",32488.8
"Australian.Capital.Territory","Jan-22",32422.6
"Australian.Capital.Territory","Feb-22",34230.4
"Australian.Capital.Territory","Mar-22",34153
"Australian.Capital.Territory","Apr-22",34084.7
"Australian.Capital.Territory","May-22",34080.5
"Australian.Capital.Territory","Jun-22",34154.3
"Australian.Capital.Territory","Jul-22",34335.2
"Australian.Capital.Territory","Aug-22",34605.7
"Australian.Capital.Territory","Sep-22",34939.5
"Australian.Capital.Territory","Oct-22",35260.2
"Australian.Capital.Territory","Nov-22",35560.6
"Australian.Capital.Territory","Dec-22",35814.8
"Australian.Capital.Territory","Jan-23",36001.5
"Australian.Capital.Territory","Feb-23",36098.6
"Australian.Capital.Territory","Mar-23",36141.7
"Australian.Capital.Territory","Apr-23",36137.4
"Australian.Capital.Territory","May-23",36087.6
"Australian.Capital.Territory","Jun-23",35987.6
"Australian.Capital.Territory","Jul-23",35852.8
"Australian.Capital.Territory","Aug-23",35707.1
"Australian.Capital.Territory","Sep-23",35606.9
"Australian.Capital.Territory","Oct-23",35574.5
"Australian.Capital.Territory","Nov-23",35592.6
"Australian.Capital.Territory","Dec-23",35664.4
"Australian.Capital.Territory","Jan-24",35818.6
"Australian.Capital.Territory","Feb-24",36014
"Australian.Capital.Territory","Mar-24",36203.4
"Australian.Capital.Territory","Apr-24",36369.8
"Australian.Capital.Territory","May-24",36529.9
"Australian.Capital.Territory","Jun-24",36688.9
"Australian.Capital.Territory","Jul-24",36837.3
"Australian.Capital.Territory","Aug-24",36987.6
